,name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_percentage,ranking_per_event_B
463,Jesse Youngwerth,USA,6007,,55.5,2,2,0,0,0,0,0,1,4,3,10,10,0.1,27.75
464,Yejoo Seo,KOR,13558,160.0,55.48,7,7,0,0,0,0,0,6,16,6,51,35,0.17142857142857143,7.93
465,Laura Stöckler,AUT,1249,172.0,55.0,4,4,0,0,0,0,0,6,13,13,38,20,0.3,13.75
466,Elizabeth Sepulveda,PUR,12484,,54.959999999999994,15,15,0,0,0,0,0,1,12,6,60,75,0.013333333333333334,3.66
467,Katherine Choong,SUI,3130,,51.5,2,2,0,0,0,0,0,4,9,5,13,10,0.4,25.75
468,Giada Zampa,ITA,6160,,50.5,2,2,0,0,0,0,0,3,9,5,13,10,0.3,25.25
469,Yuzhen Baima,CHN,2957,,50.0,4,4,0,0,0,0,0,0,7,0,27,20,0.0,12.5
470,Yevheniia Cherniavska,UKR,1543,,50.0,4,4,0,0,0,0,0,0,8,0,38,20,0.0,12.5
471,Michelle Kim Theisen,DEN,3865,,49.5,5,5,0,0,0,0,0,5,13,13,28,25,0.2,9.9
472,Senjam Debala Devi,IND,2619,,48.33,2,2,0,0,0,0,0,0,1,0,4,10,0.0,24.16
473,Ayano Soga,JPN,2329,,48.0,1,1,0,0,0,0,0,3,4,7,5,5,0.6,48.0
474,Hiroyo Sumura,JPN,6069,,48.0,1,1,0,0,0,0,0,1,2,1,3,5,0.2,48.0
475,Zahra Rezaei,IRI,6311,,48.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,48.0
476,Emily Herdic,USA,11827,,45.5,2,2,0,0,0,0,0,4,9,21,37,10,0.4,22.75
477,Yayoi Ogawa,JPN,5964,,45.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,45.0
478,Denise Bertram,GER,3110,,44.5,2,2,0,0,0,0,0,2,3,2,3,10,0.2,22.25
479,Aysel Sultanova,AZE,6162,,42.25,3,3,0,0,0,0,0,0,2,0,6,15,0.0,14.08
480,Eva Maria Hammelmüller,AUT,1259,167.0,42.0,3,3,0,0,0,0,0,2,11,7,21,15,0.13333333333333333,14.0
481,Yelyzaveta Lavrykova,UKR,1536,,42.0,1,1,0,0,0,0,0,0,1,0,9,5,0.0,42.0
482,Flavia Pereira Sonali,IND,2624,,41.08,2,2,0,0,0,0,0,0,0,0,0,10,0.0,20.54
483,Claudia Battaglia,ITA,4770,,41.0,3,3,0,0,0,0,0,5,11,13,21,15,0.3333333333333333,13.67
484,Kaori Eguchi,JPN,6147,,40.41,3,3,0,0,0,0,0,1,3,1,8,15,0.06666666666666667,13.47
485,Itziar Zabala Zurinaga,ESP,779,,40.33,8,8,0,0,0,0,0,6,20,15,48,40,0.15,5.04
486,Alena Andreeva,RUS,5935,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
487,Natalia  Koroleva,RUS,5933,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
488,Anastasiya Myrolyubova,UKR,5936,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
489,Anna Agaponova,RUS,5934,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
490,Liv Egli,SUI,3881,164.0,39.83,3,3,0,0,0,0,0,4,11,9,25,15,0.26666666666666666,13.28
491,Eline Nas,NED,5994,,39.5,1,1,0,0,0,0,0,2,5,5,8,5,0.4,39.5
492,Manuela Sigrist,SUI,4764,,39.5,1,1,0,0,0,0,0,3,4,3,5,5,0.6,39.5
493,Farzaneh Shahravi,IRI,3565,,39.5,1,1,0,0,0,0,0,0,1,0,4,5,0.0,39.5
494,Tiba Vroom,NED,3601,,39.33,9,9,0,0,0,0,0,3,23,10,52,45,0.06666666666666667,4.37
495,Nóra Király,HUN,2172,,39.0,11,11,0,0,0,0,0,5,25,16,75,55,0.09090909090909091,3.55
496,Rahil Ramezani,IRI,3525,,37.5,4,4,0,0,0,0,0,4,10,7,33,20,0.2,9.38
497,Daila Ojeda Sanchez,ESP,5405,,37.12,1,1,0,0,0,0,0,0,1,0,1,5,0.0,37.12
498,Nicola Hessels,CAN,5886,,37.12,1,1,0,0,0,0,0,0,1,0,1,5,0.0,37.12
499,Smriti Singh,IND,2617,,37.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,37.0
500,Maria Belomestnova,RUS,4859,,37.0,1,1,0,0,0,0,0,0,4,0,5,5,0.0,37.0
501,Romy Fuchs,GER,2019,,36.49,5,5,0,0,0,0,0,6,17,13,36,25,0.24,7.3
502,Patrycja Chudziak,POL,2857,168.0,36.28,6,6,0,0,0,0,0,0,4,0,11,30,0.0,6.05
503,Daria Nesterenko,UKR,11624,,36.16,5,5,0,0,0,0,0,4,11,13,33,25,0.16,7.23
504,Andrea Čepcová,SVK,5977,161.0,35.83,3,3,0,0,0,0,0,1,7,2,15,15,0.06666666666666667,11.94
505,Virgita Nadya Putri,INA,3273,,35.75,4,4,0,0,0,0,0,2,11,5,41,20,0.1,8.94
506,Maddy Morris,USA,1808,,35.66,2,2,0,0,0,0,0,0,2,0,5,10,0.0,17.83
507,Malgorzata Rudzinska,POL,4932,,35.66,4,4,0,0,0,0,0,2,7,5,17,20,0.1,8.91
508,Valiantsina Chamiakina,BLR,3441,,35.5,6,6,0,0,0,0,0,4,15,9,66,30,0.13333333333333333,5.92
509,Anna Dularidze,GEO,6313,,35.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,35.0
510,Maryam Alikhani,IRI,6312,,35.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,35.0
511,Stella Plantin,SWE,2669,,34.99,6,6,0,0,0,0,0,4,15,10,33,30,0.13333333333333333,5.83
512,Zoe Steinberg,USA,1728,,34.0,2,2,0,0,0,0,0,1,3,3,8,10,0.1,17.0
513,Genevieve Dennis,USA,2002,154.0,34.0,2,2,0,0,0,0,0,2,4,9,14,10,0.2,17.0
514,Erina Miura,JPN,2321,,33.0,3,3,0,0,0,0,0,2,10,7,22,15,0.13333333333333333,11.0
515,Tsukasa Mizuguchi,JPN,6169,,33.0,1,1,0,0,0,0,0,1,3,3,19,5,0.2,33.0
516,Imogen Horrocks,GBR,703,165.0,33.0,4,4,0,0,0,0,0,2,11,8,33,20,0.1,8.25
517,Nehaa Prakash,IND,2638,,33.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,33.0
518,Anastasiia Evgeneva,RUS,191,,32.5,4,4,0,0,0,0,0,3,10,10,18,20,0.15,8.12
519,Ignacia Mellado Quinteros,CHI,11420,160.0,32.5,7,7,0,0,0,0,0,3,9,6,30,35,0.08571428571428572,4.64
520,Konul Huseynova,AZE,6161,,32.0,3,3,0,0,0,0,0,0,1,0,3,15,0.0,10.67
521,Mélissa Lacasse,CAN,6071,,31.75,1,1,0,0,0,0,0,1,1,1,1,5,0.2,31.75
522,Melissa Godowski,USA,6070,,31.75,1,1,0,0,0,0,0,1,1,1,1,5,0.2,31.75
523,Asja Gollo,ITA,891,,31.66,5,5,0,0,0,0,0,4,10,13,19,25,0.16,6.33
524,Narada Disyabut,THA,3946,,31.5,1,1,0,0,0,0,0,0,1,0,5,5,0.0,31.5
525,Charlotte Garden,GBR,7443,,31.5,1,1,0,0,0,0,0,1,2,1,4,5,0.2,31.5
526,Ebru Dilli,TUR,6314,,31.5,2,2,0,0,0,0,0,0,2,0,6,10,0.0,15.75
527,Cosima Willi,SUI,5856,,31.0,2,2,0,0,0,0,0,1,6,3,11,10,0.1,15.5
528,Homare Toda,JPN,2325,,30.5,2,2,0,0,0,0,0,3,8,7,17,10,0.3,15.25
529,Marija Milosavljevic,SRB,5955,,30.5,3,3,0,0,0,0,0,2,4,5,6,15,0.13333333333333333,10.17
530,Prateeksha Arun,IND,2651,,30.5,3,3,0,0,0,0,0,0,1,0,7,15,0.0,10.17
531,Claudia Maldonado,MEX,6188,,30.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,30.0
532,Irina Daziano,ITA,1038,,30.0,3,3,0,0,0,0,0,5,11,17,24,15,0.3333333333333333,10.0
533,Elena Dmitryeva         ,RUS,5937,,30.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,30.0
534,Rocio Ailen Becerra,ARG,3160,157.0,29.0,5,5,0,0,0,0,0,4,8,17,39,25,0.16,5.8
535,Regine Storå,NOR,11479,,28.75,9,9,0,0,0,0,0,5,13,11,44,45,0.1111111111111111,3.19
536,Eleanor Howard,GBR,639,,28.5,2,2,0,0,0,0,0,0,1,0,1,10,0.0,14.25
537,Martina Zanetti,ITA,903,,28.23,5,5,0,0,0,0,0,3,12,11,30,25,0.12,5.65
538,Hongchun Xiang,CHN,7164,,28.0,4,4,0,0,0,0,0,3,10,18,48,20,0.15,7.0
539,Klaudia Buczek,POL,2847,,28.0,3,3,0,0,0,0,0,1,4,1,16,15,0.06666666666666667,9.33
540,Anna Lechner,GER,2021,,27.5,3,3,0,0,0,0,0,3,13,10,34,15,0.2,9.17
541,Lucia Korcova,SVK,5976,,27.33,2,2,0,0,0,0,0,0,6,0,17,10,0.0,13.66
542,Marine Barbier,FRA,5609,,27.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,27.0
543,Katarina Fickuliakova,SVK,5842,,27.0,1,1,0,0,0,0,0,3,4,7,5,5,0.6,27.0
544,Aliya Iskakova,KAZ,5782,,27.0,1,1,0,0,0,0,0,1,1,2,1,5,0.2,27.0
545,Zoe Garcia Molina,ARG,11998,,27.0,6,6,0,0,0,0,0,2,6,8,25,30,0.06666666666666667,4.5
546,Tan Shi Hui,SGP,3647,,27.0,4,4,0,0,0,0,0,4,7,8,14,20,0.2,6.75
547,Lena Schrittwieser,AUT,11545,,26.5,2,2,0,0,0,0,0,1,4,4,13,10,0.1,13.25
548,Grace Crowley,AUS,11517,,26.5,4,4,0,0,0,0,0,0,4,0,17,20,0.0,6.62
549,Dominika Dupalova,CZE,1363,,26.5,4,4,0,0,0,0,0,2,10,6,36,20,0.1,6.62
550,Elisa Van Der Wel,GER,8961,,26.25,2,2,0,0,0,0,0,2,6,8,14,10,0.2,13.12
551,Flora Froese,AUS,2520,,26.0,2,2,0,0,0,0,0,2,3,2,3,10,0.2,13.0
552,Buket Akça,TUR,4066,,25.85,2,2,0,0,0,0,0,0,1,0,6,10,0.0,12.92
553,Bettina Aschauer,GER,6416,,25.5,1,1,0,0,0,0,0,2,3,4,8,5,0.4,25.5
554,Mia Bawendi,USA,1917,,25.5,1,1,0,0,0,0,0,1,4,3,12,5,0.2,25.5
555,Victoria Perkins,USA,1810,,25.5,1,1,0,0,0,0,0,1,3,1,5,5,0.2,25.5
556,Taylor Clarkin,USA,4835,,25.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,25.5
557,Amy Lipschultz,USA,4836,,25.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,25.5
558,Akiko Kawabata,JPN,2374,,25.5,1,1,0,0,0,0,0,2,3,5,6,5,0.4,25.5
559,Selena Wong,CAN,4838,,25.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,25.5
560,Kayla Lieuw,USA,1738,,25.5,1,1,0,0,0,0,0,1,4,1,8,5,0.2,25.5
561,Radka Petkova,BUL,4817,,25.0,2,2,0,0,0,0,0,0,5,0,8,10,0.0,12.5
562,Nadja Pfister,SUI,3202,,25.0,4,4,0,0,0,0,0,3,9,7,22,20,0.15,6.25
563,Linda Sjödin,SWE,2711,,24.99,6,6,0,0,0,0,0,5,16,11,51,30,0.16666666666666666,4.16
564,Lucinda Ann Stirling,AUS,2488,160.0,24.86,8,8,0,0,0,0,0,5,12,17,48,40,0.125,3.11
565,Lucie Watillon,BEL,363,,24.0,5,5,0,0,0,0,0,4,10,13,30,25,0.16,4.8
566,Kseniia Melnykova,UKR,1527,,24.0,2,2,0,0,0,0,0,1,3,14,22,10,0.1,12.0
567,Elena Brunner,AUT,4974,,24.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,24.0
568,Iyma Lamarche,CAN,6170,,24.0,1,1,0,0,0,0,0,1,2,3,7,5,0.2,24.0
569,Juliana Price,USA,1817,,23.869999999999997,3,3,0,0,0,0,0,0,0,0,0,15,0.0,7.96
570,Alison Stewart-Patterson,CAN,1569,,23.5,4,4,0,0,0,0,0,2,11,8,27,20,0.1,5.88
571,Heloïse Doumont,BEL,328,159.0,23.16,6,6,0,0,0,0,0,3,12,10,37,30,0.1,3.86
572,Giulia Alton,ITA,6240,,23.0,2,2,0,0,0,0,0,3,6,7,17,10,0.3,11.5
573,Sima Seferova,AZE,6254,,23.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,11.5
574,Isabel Gifford,USA,1898,170.0,23.0,2,2,0,0,0,0,0,1,3,2,8,10,0.1,11.5
575,Dhanshri Lekurwala,IND,2636,,22.75,1,1,0,0,0,0,0,0,0,0,0,5,0.0,22.75
576,Prerna Dangi,IND,2639,,22.75,1,1,0,0,0,0,0,0,0,0,0,5,0.0,22.75
577,Mayuri Deshmukh,IND,2630,,22.75,1,1,0,0,0,0,0,0,0,0,0,5,0.0,22.75
578,Erin Sterkenburg,RSA,1103,163.0,22.0,2,2,0,0,0,0,0,0,4,0,14,10,0.0,11.0
579,Lisa Klem,NED,3622,,22.0,3,3,0,0,0,0,0,2,9,7,27,15,0.13333333333333333,7.33
580,Sarah Tetzlaff,NZL,3759,,21.75,4,4,0,0,0,0,0,0,2,0,4,20,0.0,5.44
581,Egle Kirdulyte,LTU,4771,,21.5,2,2,0,0,0,0,0,3,6,3,9,10,0.3,10.75
582,Natalie Berry,GBR,633,,21.5,2,2,0,0,0,0,0,3,6,10,18,10,0.3,10.75
583,Karina Bilkova,CZE,1404,,21.16,6,6,0,0,0,0,0,5,14,15,33,30,0.16666666666666666,3.53
584,Beatrix Evans,CAN,1689,,21.08,3,3,0,0,0,0,0,2,7,4,16,15,0.13333333333333333,7.03
585,Alena Demko,BLR,4862,,21.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,21.0
586,Marie Line Madelaine,FRA,5995,,21.0,1,1,0,0,0,0,0,0,1,0,7,5,0.0,21.0
587,Miriam Putz,AUT,5852,,21.0,1,1,0,0,0,0,0,3,4,11,10,5,0.6,21.0
588,Frederike Fell,GER,3122,,20.83,4,4,0,0,0,0,0,2,11,5,26,20,0.1,5.21
589,Wai-Ping Yu,HKG,2227,,20.75,6,6,0,0,0,0,0,1,7,2,31,30,0.03333333333333333,3.46
590,Andrea Fichtner,GER,6034,,20.5,1,1,0,0,0,0,0,1,2,1,2,5,0.2,20.5
591,Anne Ackre,NOR,13272,,20.5,3,3,0,0,0,0,0,2,8,6,38,15,0.13333333333333333,6.83
592,Piper Kelly,USA,1888,,20.0,1,1,0,0,0,0,0,1,3,10,11,5,0.2,20.0
593,Karina Miroslaw,POL,2843,,20.0,1,1,0,0,0,0,0,2,3,10,15,5,0.4,20.0
594,Yuno Harigae,JPN,2379,,20.0,1,1,0,0,0,0,0,2,3,6,8,5,0.4,20.0
595,Sara Morandi,ITA,4738,,20.0,1,1,0,0,0,0,0,2,4,7,9,5,0.4,20.0
596,Saula Lerondel,FRA,601,168.0,20.0,1,1,0,0,0,0,0,1,2,3,2,5,0.2,20.0
597,Pleun Frank,NED,3614,,20.0,2,2,0,0,0,0,0,3,8,10,22,10,0.3,10.0
598,Katrin Amann,SWE,2666,,19.490000000000002,8,8,0,0,0,0,0,2,17,6,37,40,0.05,2.44
599,Emilie Pupko,ISR,4036,,19.16,2,2,0,0,0,0,0,1,5,6,22,10,0.1,9.58
600,Mirka Krajciova,SVK,4815,,19.16,2,2,0,0,0,0,0,0,3,0,5,10,0.0,9.58
601,Eilleen Jubes Angarita,ESP,6235,,19.0,2,2,0,0,0,0,0,1,4,1,6,10,0.1,9.5
602,Mariana Mendoza Castillo,MEX,6171,,19.0,1,1,0,0,0,0,0,0,2,0,9,5,0.0,19.0
603,Yiling Song,CHN,2970,164.0,18.83,3,3,0,0,0,0,0,2,9,4,24,15,0.13333333333333333,6.28
604,Swastika Chaudhary,NEP,4182,,18.33,1,1,0,0,0,0,0,0,0,0,0,5,0.0,18.33
605,Shivani Charak,IND,2652,,18.33,1,1,0,0,0,0,0,0,0,0,0,5,0.0,18.33
606,Cathy Laflamme,CAN,6239,,18.0,2,2,0,0,0,0,0,2,6,3,10,10,0.2,9.0
607,Maria Benach Zubero,ESP,810,,17.5,2,2,0,0,0,0,0,2,5,4,27,10,0.2,8.75
608,Muykuay Silva,CHI,3900,162.0,17.5,6,6,0,0,0,0,0,1,13,5,62,30,0.03333333333333333,2.92
609,Kajsa Rosen,SWE,2671,,17.5,3,3,0,0,0,0,0,5,10,11,24,15,0.3333333333333333,5.83
610,Arantza Fernández Gutierrez,MEX,4227,,17.0,3,3,0,0,0,0,0,2,4,11,15,15,0.13333333333333333,5.67
611,Kathrine Elsig Jensen,DEN,8846,,17.0,2,2,0,0,0,0,0,0,2,0,6,10,0.0,8.5
612,Celina Schoibl,AUT,1269,,16.5,3,3,0,0,0,0,0,2,6,10,19,15,0.13333333333333333,5.5
613,Santa Grigorjeva,LAT,4152,,16.5,3,3,0,0,0,0,0,2,5,11,16,15,0.13333333333333333,5.5
614,Samantha Li,CAN,1596,,16.5,4,4,0,0,0,0,0,2,6,8,15,20,0.1,4.12
615,Katherine Lamb,USA,1740,,16.0,1,1,0,0,0,0,0,2,4,5,10,5,0.4,16.0
616,Malin Holmberg,SWE,4765,,16.0,1,1,0,0,0,0,0,3,4,5,8,5,0.6,16.0
617,Katsuki Bamba,JPN,2375,,16.0,2,2,0,0,0,0,0,2,5,9,16,10,0.2,8.0
618,Pui-Yim Lau,HKG,2221,,16.0,2,2,0,0,0,0,0,0,2,0,5,10,0.0,8.0
619,Magdalena Röck,AUT,1224,,16.0,1,1,0,0,0,0,0,3,5,12,15,5,0.6,16.0
620,Edyta Ropek,POL,2834,,16.0,3,3,0,0,0,0,0,0,3,0,10,15,0.0,5.33
621,Anastasija Teriochina,LTU,4373,,15.99,6,6,0,0,0,0,0,2,8,14,27,30,0.06666666666666667,2.66
622,Alexis Mascarenas,USA,1895,,15.33,1,1,0,0,0,0,0,2,2,7,5,5,0.4,15.33
623,Marianne Van Der  Steen,NED,4894,,15.0,1,1,0,0,0,0,0,0,2,0,2,5,0.0,15.0
624,Lena Herrmann,GER,3775,,15.0,2,2,0,0,0,0,0,0,4,0,10,10,0.0,7.5
625,Luiza Emeleva,RUS,148,,14.66,2,2,0,0,0,0,0,3,7,6,16,10,0.3,7.33
626,Mahya Darabian,IRI,3524,,14.5,2,2,0,0,0,0,0,2,6,3,23,10,0.2,7.25
627,Adriana Vanessa Fournier Castillo,MEX,6173,,14.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,14.5
628,Lucie Delcoigne,BEL,349,,14.16,4,4,0,0,0,0,0,0,11,0,42,20,0.0,3.54
629,Lia Wieckowski,CAN,1623,,13.87,2,2,0,0,0,0,0,0,2,0,6,10,0.0,6.94
630,Pia Graham,CAN,1575,,13.87,2,2,0,0,0,0,0,0,2,0,3,10,0.0,6.94
631,Alla Marenych,UKR,1493,,13.5,3,3,0,0,0,0,0,0,4,0,10,15,0.0,4.5
632,Federica Papetti,ITA,1023,,13.5,1,1,0,0,0,0,0,2,4,3,9,5,0.4,13.5
633,Wing Sze Yuen,HKG,2212,,13.5,2,2,0,0,0,0,0,0,2,0,13,10,0.0,6.75
634,Spasina Nedyalkova,BUL,5637,,13.5,1,1,0,0,0,0,0,1,3,3,7,5,0.2,13.5
635,Mira Capicchioni,USA,11790,,13.5,1,1,0,0,0,0,0,3,3,4,4,5,0.6,13.5
636,Mariana Fierro,MEX,6243,,13.0,3,3,0,0,0,0,0,0,2,0,7,15,0.0,4.33
637,Rianne Van Den Berg,NED,6077,,13.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,13.0
638,Antonia Ioana Trifu,ROU,2725,,13.0,3,3,0,0,0,0,0,1,5,1,8,15,0.06666666666666667,4.33
639,Siobhan Dobie,AUS,2499,,13.0,3,3,0,0,0,0,0,0,2,0,8,15,0.0,4.33
640,Bianka Janecka,POL,2908,,12.83,4,4,0,0,0,0,0,0,8,0,27,20,0.0,3.21
641,Arantza Luna Velasco,MEX,4206,,12.5,3,3,0,0,0,0,0,2,6,8,23,15,0.13333333333333333,4.17
642,María Fernanda González Rámirez,MEX,4215,,12.3,4,4,0,0,0,0,0,0,5,0,16,20,0.0,3.08
643,Lynn Van Der Meer,NED,3594,168.0,12.16,3,3,0,0,0,0,0,1,9,1,36,15,0.06666666666666667,4.05
644,Ruta Kershiulyte,LTU,6233,,12.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,12.0
645,Karla Fernandez Esponda,MEX,6331,,12.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,12.0
646,Roxy Perry,AUS,2490,,12.0,2,2,0,0,0,0,0,0,3,0,4,10,0.0,6.0
647,Yejin Jung,KOR,11377,,12.0,1,1,0,0,0,0,0,0,2,0,10,5,0.0,12.0
648,Luna Friedrich,GER,3891,,12.0,2,2,0,0,0,0,0,3,6,9,13,10,0.3,6.0
649,Eliska Vlckova,CZE,1377,,12.0,3,3,0,0,0,0,0,3,9,11,26,15,0.2,4.0
650,Ayleen Guaré,GUA,4190,,11.87,1,1,0,0,0,0,0,0,0,0,0,5,0.0,11.87
651,Anja Santini Mikulić,CRO,12507,,11.66,3,3,0,0,0,0,0,3,7,9,26,15,0.2,3.89
652,Akane Kinoshita,JPN,2393,,11.5,1,1,0,0,0,0,0,1,2,3,5,5,0.2,11.5
653,Helene Wolf,GER,8887,,11.5,1,1,0,0,0,0,0,1,4,2,8,5,0.2,11.5
654,Lila Neahring,USA,1737,,11.33,1,1,0,0,0,0,0,1,2,1,3,5,0.2,11.33
655,Chisato Kanazawa,JPN,2342,,11.33,1,1,0,0,0,0,0,0,2,0,9,5,0.0,11.33
656,Daria Malysheva,RUS,97,,11.33,2,2,0,0,0,0,0,1,4,2,4,10,0.1,5.66
657,Margarita Agambayeva,KAZ,3374,,11.25,5,5,0,0,0,0,0,2,6,9,35,25,0.08,2.25
658,Xu Liting,SGP,13504,,11.0,1,1,0,0,0,0,0,0,2,0,11,5,0.0,11.0
659,Jera Lenardic,SLO,6138,,11.0,1,1,0,0,0,0,0,0,3,0,10,5,0.0,11.0
660,Cindy Sararak,FRA,6234,,11.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,11.0
661,Dalia Hamdy,SUI,5978,,11.0,1,1,0,0,0,0,0,0,2,0,2,5,0.0,11.0
662,Martina Harnisch,AUT,5329,,11.0,1,1,0,0,0,0,0,2,4,4,6,5,0.4,11.0
663,Yula Gold,ISR,4038,,11.0,2,2,0,0,0,0,0,1,6,6,25,10,0.1,5.5
664,Szilvia Varga,HUN,4816,,10.5,1,1,0,0,0,0,0,0,2,0,3,5,0.0,10.5
665,Ashley Edens,USA,6397,,10.5,1,1,0,0,0,0,0,1,2,3,4,5,0.2,10.5
666,Paulina Kalandyk,POL,2869,,10.5,2,2,0,0,0,0,0,2,7,8,22,10,0.2,5.25
667,Minna Almqvist,SWE,7444,,10.5,1,1,0,0,0,0,0,1,2,7,8,5,0.2,10.5
668,María Fernanda Hidalgo Amezquita,MEX,4220,,10.5,4,4,0,0,0,0,0,0,2,0,2,20,0.0,2.62
669,Eugenie Lee,GBR,676,,10.5,1,1,0,0,0,0,0,1,3,5,17,5,0.2,10.5
670,Or Cohen,ISR,6326,,10.42,4,4,0,0,0,0,0,1,3,5,9,20,0.05,2.6
671,Isabell Adolph,GER,2016,,10.33,1,1,0,0,0,0,0,1,3,1,7,5,0.2,10.33
672,Sofia Alejandra Herrera Vega Centeno,PER,11650,,10.33,3,3,0,0,0,0,0,0,1,0,13,15,0.0,3.44
673,Lea Kempf,AUT,1285,,10.33,3,3,0,0,0,0,0,2,5,10,22,15,0.13333333333333333,3.44
674,Petya Garbova,BUL,2420,,10.0,4,4,0,0,0,0,0,2,5,5,18,20,0.1,2.5
675,Kumari Barry,AUS,6382,,10.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,10.0
676,Evdoxia-Aikaterini Kallia,GRE,4121,,10.0,3,3,0,0,0,0,0,4,7,17,33,15,0.26666666666666666,3.33
677,Emilie Gerhardt,GER,3977,,10.0,2,2,0,0,0,0,0,2,7,13,29,10,0.2,5.0
678,Zoe Peetermans,GBR,739,,10.0,2,2,0,0,0,0,0,3,8,9,24,10,0.3,5.0
679,Mona Kellner,GER,6272,,10.0,2,2,0,0,0,0,0,0,3,0,12,10,0.0,5.0
680,Daniela Kotrbova,CZE,1366,,10.0,7,7,0,0,0,0,0,3,10,6,27,35,0.08571428571428572,1.43
681,Elfe Claes,BEL,323,,10.0,3,3,0,0,0,0,0,3,4,18,17,15,0.2,3.33
682,Jihyeon Jeong,KOR,2049,,9.51,2,2,0,0,0,0,0,0,0,0,0,10,0.0,4.76
683,Elza Elizabete Baraka,LAT,4165,168.0,9.5,2,2,0,0,0,0,0,0,5,0,25,10,0.0,4.75
684,Boróka Széll,HUN,5982,,9.5,1,1,0,0,0,0,0,0,0,0,0,5,0.0,9.5
685,Anja Köhler ,BRA,3204,,9.5,5,5,0,0,0,0,0,1,8,3,27,25,0.04,1.9
686,Agniete Seibokaite,LTU,4369,,9.06,7,7,0,0,0,0,0,2,9,5,29,35,0.05714285714285714,1.29
687,Linda Gundova,SVK,6157,,9.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,9.0
688,Rut Casas Mur,ESP,802,,9.0,2,2,0,0,0,0,0,0,7,0,19,10,0.0,4.5
689,Emi Takashiba,CAN,1694,,9.0,1,1,0,0,0,0,0,0,3,0,11,5,0.0,9.0
690,Arta Matelsone,LAT,12296,,9.0,3,3,0,0,0,0,0,1,4,4,25,15,0.06666666666666667,3.0
691,Cassandra Zampar,ITA,5774,,9.0,1,1,0,0,0,0,0,2,4,5,8,5,0.4,9.0
692,Ana Belén Argudo Marugan,ESP,805,,9.0,2,2,0,0,0,0,0,1,5,4,15,10,0.1,4.5
693,Olivia Wyett,CAN,1599,,9.0,2,2,0,0,0,0,0,1,3,2,6,10,0.1,4.5
694,Primula Teilmann Aalund,DEN,3856,,9.0,1,1,0,0,0,0,0,1,2,3,4,5,0.2,9.0
695,Seohyun Kim,KOR,2071,,9.0,1,1,0,0,0,0,0,1,1,2,1,5,0.2,9.0
696,Leanna Lockhart,USA,6399,,9.0,1,1,0,0,0,0,0,1,3,4,7,5,0.2,9.0
697,Julianna Jimreivat,USA,1863,,9.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,9.0
698,Salsabila Salsabila,INA,11451,,8.78,4,4,0,0,0,0,0,1,5,3,18,20,0.05,2.19
699,Dasom Yun,KOR,11805,,8.6,2,2,0,0,0,0,0,0,0,0,0,10,0.0,4.3
700,Iris Heikkinen,FIN,13902,,8.33,2,2,0,0,0,0,0,0,1,0,1,10,0.0,4.16
701,Su En Neo,CAN,6383,,8.33,1,1,0,0,0,0,0,0,2,0,4,5,0.0,8.33
702,Lauren Mukheibir,RSA,13237,,8.0,1,1,0,0,0,0,0,1,1,9,6,5,0.2,8.0
703,Saedasom Jung,KOR,2086,,8.0,1,1,0,0,0,0,0,0,2,0,4,5,0.0,8.0
704,Valeria Macias Ferreira,MEX,4221,,8.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,8.0
705,Junko Kitawaki,JPN,2367,,8.0,1,1,0,0,0,0,0,1,3,3,9,5,0.2,8.0
706,Jiyeon Jeon,KOR,2067,,8.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,8.0
