name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_rate,ranking_per_event_B
Jacek Matuszek,POL,5844,,0.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,0.0
Mario Lackner,AUT,5860,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Leonardo Gontero,ITA,856,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Hritik Marne,IND,2658,,0.0,3,3,0,0,0,0,0,0,4,0,16,15,0.0,0.0
Milos Nemy,SVK,2777,177.0,0.0,4,4,0,0,0,0,0,1,4,4,26,20,0.05,0.0
Vlad Cristian,ROU,11529,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Markus Muinonen,FIN,11522,,0.0,1,1,0,0,0,0,0,0,1,0,5,5,0.0,0.0
Elias Edvardsen,DEN,3853,,0.0,2,2,0,0,0,0,0,0,4,0,21,10,0.0,0.0
Yuki Najima,JPN,2392,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Rasmus Hüdsi,EST,4436,,0.0,1,1,0,0,0,0,0,0,2,0,17,5,0.0,0.0
Jakub Jiri Svub,SVK,2762,,0.0,2,2,0,0,0,0,0,1,2,5,9,10,0.1,0.0
Alfian Muhammad Fajri,INA,3270,,0.0,4,4,0,0,0,0,0,0,4,0,21,20,0.0,0.0
Dzmitry Nikanorau,BLR,11457,178.0,0.0,2,2,0,0,0,0,0,0,1,0,2,10,0.0,0.0
Thomas Salakenos,BEL,319,,0.0,3,3,0,0,0,0,0,0,6,0,33,15,0.0,0.0
João Evora,POR,3781,,0.0,4,4,0,0,0,0,0,1,7,4,22,20,0.05,0.0
Nikolai Morozov,RUS,239,,0.0,1,1,0,0,0,0,0,0,2,0,10,5,0.0,0.0
Long Cao,CHN,11414,,0.0,1,1,0,0,0,0,0,0,1,0,7,5,0.0,0.0
Vivian Fumeaux,SUI,4327,,0.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,0.0
Ching Huei Chang,TPE,2148,,0.0,2,2,0,0,0,0,0,0,2,0,7,10,0.0,0.0
Semen Ovchinnikov,RUS,173,172.0,0.0,1,1,0,0,0,0,0,0,2,0,12,5,0.0,0.0
Vladislav Shevchenko,RUS,172,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Artem Paukaiev,UKR,1544,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Maksim Nikifaravets,BLR,3435,,0.0,1,1,0,0,0,0,0,0,2,0,8,5,0.0,0.0
Samuel Wingardh,SWE,2678,,0.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,0.0
Nadav Gropper,ISR,4027,,0.0,2,2,0,0,0,0,0,0,1,0,3,10,0.0,0.0
Mohd Izzat Mohd Shokor,MAS,3348,,0.0,1,1,0,0,0,0,0,0,3,0,15,5,0.0,0.0
Sirapob Jirajaturapak,THA,3939,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Jonas Utelli,SUI,3883,,0.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,0.0
 Ionut-Cosmin Atomei,ROU,11453,,0.0,2,2,0,0,0,0,0,0,2,0,10,10,0.0,0.0
Szymon Pecikiewicz,POL,2865,,0.0,2,2,0,0,0,0,0,1,2,5,8,10,0.1,0.0
Olaf Malinowski,POL,2874,,0.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,0.0
Aliaksandr Ivanou,BLR,3440,,0.0,4,4,0,0,0,0,0,0,5,0,18,20,0.0,0.0
Manuel Filipe Carvalho,POR,3791,,0.0,2,2,0,0,0,0,0,0,2,0,11,10,0.0,0.0
Ricardo Coimbra,POR,3786,,0.0,3,3,0,0,0,0,0,1,5,3,22,15,0.06666666666666667,0.0
Tomas Duchon,CZE,1443,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Max Ayrton,GBR,655,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Jakub Jedlicka,CZE,1403,,0.0,5,5,0,0,0,0,0,1,7,5,26,25,0.04,0.0
Hristo Altanchev,BUL,2426,,0.0,2,2,0,0,0,0,0,0,2,0,2,10,0.0,0.0
Evgenii Zazulin,RUS,65,,0.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,0.0
Robert Luby,SVK,2769,,0.0,2,2,0,0,0,0,0,0,3,0,13,10,0.0,0.0
Sergei Bydtaev,RUS,103,,0.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,0.0
Pouya Shafenejad,IRI,3569,,0.0,2,2,0,0,0,0,0,1,3,1,5,10,0.1,0.0
Louis Bétrisey,SUI,4304,,0.0,1,1,0,0,0,0,0,1,3,3,7,5,0.2,0.0
Lasa Temi,INA,3280,,0.0,4,4,0,0,0,0,0,2,8,7,21,20,0.1,0.0
Aleksandr Shikov,RUS,109,,0.0,2,2,0,0,0,0,0,0,3,0,13,10,0.0,0.0
Csaba Szell,HUN,5987,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Tomi Salo,FIN,2808,176.0,0.0,3,3,0,0,0,0,0,0,3,0,11,15,0.0,0.0
Vasil Tasevski,MKD,3186,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Eduardo Mora Pariente,MEX,6103,,0.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,0.0
Rafal Halasa,POL,2849,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Mikael Suihkonen,FIN,2812,,0.0,2,2,0,0,0,0,0,0,1,0,5,10,0.0,0.0
Anghelo Bernal,COL,4231,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Robin Vicery,DEN,3849,,0.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,0.0
Santiago Christensen,ARG,3163,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Hannes Platon,SWE,7452,,0.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,0.0
Jorge Hernandez,COL,7451,,0.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,0.0
Fabian Förander,SWE,8861,,0.0,2,2,0,0,0,0,0,0,4,0,19,10,0.0,0.0
Christian Wagner,CHI,11837,,0.0,2,2,0,0,0,0,0,0,3,0,9,10,0.0,0.0
Valentin Sternik,ARG,3169,,0.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,0.0
Michail Volyrakis,GRE,13686,182.0,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Vilks Kaspars,LAT,4156,185.0,0.0,2,2,0,0,0,0,0,0,1,0,1,10,0.0,0.0
Illia Bakhmet-Smolenskyi,UKR,11572,,0.0,1,1,0,0,0,0,0,0,2,0,17,5,0.0,0.0
Man-Hei Chung,HKG,11400,,0.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,0.0
Teodor Kirkebø,NOR,3100,,0.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,0.0
Ivan Luo,CAN,1690,170.0,0.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,0.0
Vasil Vassilev,BUL,12920,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Orfeas Tsiaousis,GRE,4119,171.0,0.0,3,3,0,0,0,0,0,0,1,0,11,15,0.0,0.0
Severin Curtis,RSA,7453,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Jovan Ivanov,MKD,5804,,0.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,0.0
Viktor Trpovski,MKD,3188,,0.0,3,3,0,0,0,0,0,0,0,0,0,15,0.0,0.0
Cesar Orjuela,COL,7454,,0.0,1,1,0,0,0,0,0,0,1,0,9,5,0.0,0.0
Yuval Saraf,ISR,3988,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
David Zinsler,AUT,1340,,0.0,2,2,0,0,0,0,0,1,3,1,9,10,0.1,0.0
Per Ravlo-Caspersen,NOR,12439,,0.0,1,1,0,0,0,0,0,1,2,2,10,5,0.2,0.0
Christos Sofokleous,CYP,4248,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Matey Mitsev,BUL,2434,,0.0,1,1,0,0,0,0,0,1,2,3,5,5,0.2,0.0
Ilmari Piiroinen,FIN,2816,,0.0,1,1,0,0,0,0,0,1,2,3,11,5,0.2,0.0
Mel Janse Van Rensburg,RSA,1095,174.0,0.0,1,1,0,0,0,0,0,1,2,4,5,5,0.2,0.0
Maximilian Lenz,AUT,1332,,0.0,1,1,0,0,0,0,0,1,2,6,3,5,0.2,0.0
Matthaios Valsamidis,GRE,4125,175.0,0.0,4,4,0,0,0,0,0,1,5,4,24,20,0.05,0.0
Katleho Pobe,RSA,1055,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Michael Sifakis,GRE,4117,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Cheuk-Nam Wong,HKG,2240,,0.0,1,1,0,0,0,0,0,1,1,3,3,5,0.2,0.0
Manuel Guzman,COL,7457,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Jose Emilio De La Cruz Albarracin,PER,7456,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Yossi Ben Yossef,ISR,7455,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Alex Kiechle-Cornish,NZL,12292,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Rolf -Martin Bjørngaard,NOR,3062,,0.0,3,3,0,0,0,0,0,0,6,0,20,15,0.0,0.0
Alex Mendes Júnior,BRA,13106,171.0,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Yevhen Tkachenko,UKR,1522,,0.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,0.0
Erik Ebler,SWE,6424,,0.0,2,2,0,0,0,0,0,1,2,6,7,10,0.1,0.0
Danilo Marchionne,ITA,906,,0.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,0.0
Jarred Jordan,AUS,2492,,0.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,0.0
Oliver Marx,RSA,1054,,0.0,2,2,0,0,0,0,0,0,4,0,11,10,0.0,0.0
Hector Mejia,GUA,4186,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Luis Chávez,GUA,4191,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Denver La Mont,USA,1841,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Oğuz Kaan Beğeç,TUR,4064,,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
Zorbey Aktuyun,TUR,4062,,0.0,3,3,0,0,0,0,0,1,4,4,13,15,0.06666666666666667,0.0
Andoni Esparta Frade,ESP,801,,0.0,1,1,0,0,0,0,0,0,1,0,12,5,0.0,0.0
Pjahns Romans,LAT,12437,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Theofanis-Ermis Theocharopoulos,GRE,11534,175.0,0.0,3,3,0,0,0,0,0,0,1,0,9,15,0.0,0.0
Ali Şen,TUR,4079,,0.0,1,1,0,0,0,0,0,0,2,0,12,5,0.0,0.0
Vanco Naunov,MKD,3187,,0.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.0
Sebastian Prieto Perilla,COL,4230,,0.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.0
 Gregory Raymond Borman,RSA,1059,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Peteris Meirans,LAT,4161,185.0,0.0,6,6,0,0,0,0,0,1,6,2,20,30,0.03333333333333333,0.0
Filip Donchev,BUL,2430,,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
Constantin Toma,ROU,2729,,0.0,1,1,0,0,0,0,0,0,4,0,14,5,0.0,0.0
Francisco Sanchez Trapes,ARG,6425,,0.0,1,1,0,0,0,0,0,1,1,6,6,5,0.2,0.0
Efe Can Sevil,TUR,4076,,0.0,4,4,0,0,0,0,0,0,3,0,6,20,0.0,0.0
Luka Kivela,CRO,3033,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Arda Kadir Uruluer,TUR,4068,,0.0,3,3,0,0,0,0,0,0,4,0,11,15,0.0,0.0
Abdulla Aldoseri,BRU,4444,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Anselm Oberdorfer,GER,4333,,0.0,1,1,0,0,0,0,0,3,3,11,5,5,0.6,0.0
Tristen Gosselin,CAN,1580,,0.0,1,1,0,0,0,0,0,1,4,2,7,5,0.2,0.0
Frederik Zeilberger Thulstrup,DEN,3852,,0.0,1,1,0,0,0,0,0,0,3,0,5,5,0.0,0.0
Ho Ron,SGP,3625,,0.0,1,1,0,0,0,0,0,0,4,0,6,5,0.0,0.0
Majid Shokatmoghadam,IRI,3519,,0.0,1,1,0,0,0,0,0,0,4,0,9,5,0.0,0.0
Grzegorz Karolak,POL,2836,,0.0,1,1,0,0,0,0,0,0,4,0,13,5,0.0,0.0
Baris Guvenc,TUR,6431,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Hossein Sadeghimahani,IRI,6430,,0.0,1,1,0,0,0,0,0,0,1,0,5,5,0.0,0.0
Michalis Ioannou,CYP,6429,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Alexander Ilin,KAZ,6428,,0.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.0
Rogelio Amil,ARG,6426,,0.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,0.0
Patrick Pedersen,NOR,3095,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
İsmai̇l Ozturk,TUR,4074,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Ioannis-Filippos Noel-Baker,GRE,11636,182.0,0.0,1,1,0,0,0,0,0,1,2,1,4,5,0.2,0.0
Gaëtan Massonnet,SUI,4305,,0.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,0.0
Giuliano Cameroni,SUI,4324,,0.0,1,1,0,0,0,0,0,0,2,0,13,5,0.0,0.0
Balázs Bajusz,HUN,2195,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Thomas Holm Blaabjerg,DEN,3851,,0.0,3,3,0,0,0,0,0,1,7,3,18,15,0.06666666666666667,0.0
Karlo Čubrić,CRO,3041,,0.0,2,2,0,0,0,0,0,0,2,0,4,10,0.0,0.0
Krešimir Morić,CRO,3035,,0.0,2,2,0,0,0,0,0,1,2,1,6,10,0.1,0.0
Vladislav Angelov,BUL,2425,,0.0,3,3,0,0,0,0,0,0,4,0,14,15,0.0,0.0
Charalampos Gemenetzi,CYP,4247,,0.0,4,4,0,0,0,0,0,0,0,0,0,20,0.0,0.0
Paso Sivro,BIH,7468,,0.0,1,1,0,0,0,0,0,0,2,0,12,5,0.0,0.0
David Naude,RSA,1064,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Salih Mulaosmanovic ,BIH,7467,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Almatsgir Kvitsiani,GEO,2455,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Ilham Israfilov,AZE,7438,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Kire Serafimovski,MKD,5805,,0.0,1,1,0,0,0,0,0,0,1,0,6,5,0.0,0.0
Callum Hyland,AUS,2481,,0.0,1,1,0,0,0,0,0,0,2,0,2,5,0.0,0.0
Andres Quinteros,ECU,4952,,0.0,1,1,0,0,0,0,0,1,1,5,1,5,0.2,0.0
André Neres,POR,3780,,0.0,1,1,0,0,0,0,0,1,1,2,1,5,0.2,0.0
Kevin Huser,SUI,3248,,0.0,1,1,0,0,0,0,0,0,2,0,12,5,0.0,0.0
Obed Hardmeier,SUI,4308,,0.0,1,1,0,0,0,0,0,1,3,5,13,5,0.2,0.0
Muhammet Ali̇ Keski̇n,TUR,4091,,0.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,0.0
Galo  Hernandez,ECU,3222,,0.0,2,2,0,0,0,0,0,0,3,0,15,10,0.0,0.0
Ferhat Bekmez,TUR,12999,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Iman Arezeh,IRI,12981,177.0,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Joshua Bruyns,RSA,12310,,0.0,2,2,0,0,0,0,0,0,1,0,11,10,0.0,0.0
Aaron Peñaranda,ECU,3214,171.0,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Kostiantyn Pavlenko,UKR,1492,182.0,0.0,3,3,0,0,0,0,0,0,2,0,9,15,0.0,0.0
Daniel Beall,USA,1958,,0.0,1,1,0,0,0,0,0,0,2,0,5,5,0.0,0.0
David Trudeau,CAN,1643,,0.0,2,2,0,0,0,0,0,0,2,0,4,10,0.0,0.0
Tuukka Simonen,FIN,12460,,0.0,2,2,0,0,0,0,0,0,3,0,18,10,0.0,0.0
Daniel  Krulwich,ISR,4041,,0.0,1,1,0,0,0,0,0,0,2,0,11,5,0.0,0.0
Florian Wientjes,GER,2015,,0.0,1,1,0,0,0,0,0,1,1,3,1,5,0.2,0.0
Sarp Sahin,TUR,4073,,0.0,2,2,0,0,0,0,0,0,1,0,4,10,0.0,0.0
Muhammet Nuri̇ Aydemi̇r,TUR,4081,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Pavel Kratochvil,SVK,2768,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Dombrovskis Artūrs,LAT,4163,,0.0,2,2,0,0,0,0,0,0,0,0,0,10,0.0,0.0
Matin Bayat,IRI,3528,,0.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,0.0
"Weng Khit, Adriel Choo",SGP,6303,,0.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,0.0
Aziz Ftis,CRC,7437,,0.0,1,1,0,0,0,0,0,0,2,0,4,5,0.0,0.0
Shane Puccio,USA,6130,,0.0,1,1,0,0,0,0,0,0,3,0,8,5,0.0,0.0
Joaquin Piriz,ARG,3170,,0.0,2,2,0,0,0,0,0,0,1,0,3,10,0.0,0.0
Jakub Fábric,SVK,12508,185.0,0.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,0.0
Matias Ochoa Marcos,ARG,12054,,0.0,2,2,0,0,0,0,0,0,1,0,9,10,0.0,0.0
Martin Tekles,GER,3889,,0.0,1,1,0,0,0,0,0,1,2,5,6,5,0.2,0.0
Thomas Waldin,NZL,3737,,0.0,4,4,0,0,0,0,0,0,2,0,10,20,0.0,0.0
Igor Fojcik,POL,2859,,0.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,0.0
Matei Munteanu,ROU,12346,,0.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,0.0
Benjamin Ayala,CHI,3903,,0.0,2,2,0,0,0,0,0,0,3,0,10,10,0.0,0.0
Jonas Brandenburger,GER,2825,,0.0,1,1,0,0,0,0,0,0,3,0,15,5,0.0,0.0
Rowan Toselli,RSA,1094,,0.0,1,1,0,0,0,0,0,0,3,0,16,5,0.0,0.0
Mauro Naroska,GER,2826,,0.0,1,1,0,0,0,0,0,0,2,0,7,5,0.0,0.0
Anton Schramm,GER,4329,,0.0,2,2,0,0,0,0,0,1,4,5,12,10,0.1,0.0
Zeki Ozan Atasoy,TUR,4084,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Georgios Bernidakis,GRE,4115,,0.0,2,2,0,0,0,0,0,0,1,0,4,10,0.0,0.0
Rasmus Holm Eskildsen,DEN,3872,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Jinbin Huang,CHN,13594,,0.0,1,1,0,0,0,0,0,1,3,5,8,5,0.2,0.0
Jim Zeimes,LUX,2586,,0.0,2,2,0,0,0,0,0,0,1,0,6,10,0.0,0.0
Gustavo Gabriel Suarez Munne,ARG,3165,,0.0,3,3,0,0,0,0,0,0,1,0,3,15,0.0,0.0
Benjamin De Charmony,RSA,7436,,0.0,1,1,0,0,0,0,0,0,3,0,7,5,0.0,0.0
Nicolas Salaberry,ARG,10965,,0.0,2,2,0,0,0,0,0,0,1,0,6,10,0.0,0.0
Joseph Gifford,USA,1725,,0.0,1,1,0,0,0,0,0,1,2,1,5,5,0.2,0.0
Kalin Garbov,BUL,2416,,0.0,1,1,0,0,0,0,0,1,3,3,3,5,0.2,0.0
Filip Hromada,SVK,2787,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Wan I Lo,Macau,4439,,0.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,0.0
Tsun-Ting Ip,HKG,2223,,0.0,3,3,0,0,0,0,0,0,2,0,8,15,0.0,0.0
Victor Sebros,GRE,11533,180.0,0.0,2,2,0,0,0,0,0,0,1,0,6,10,0.0,0.0
Róbert Sántha,ROU,2730,,0.0,4,4,0,0,0,0,0,0,3,0,8,20,0.0,0.0
Samuel Stefanik,SVK,11766,170.0,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Frede Rasmussen,DEN,12803,,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Alexandru Olteanu,ROU,12857,178.0,0.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,0.0
Roman Sivakov,LTU,4391,,0.0,1,1,0,0,0,0,0,0,1,0,5,5,0.0,0.0
Ethan Hoffman,CAN,1663,,0.0,1,1,0,0,0,0,0,0,1,0,5,5,0.0,0.0
Oleksii Tytarenko,UKR,12665,,0.0,2,2,0,0,0,0,0,0,2,0,8,10,0.0,0.0
Tsz-Kiu Lau,HKG,11402,,0.0,1,1,0,0,0,0,0,0,1,0,8,5,0.0,0.0
Ignas Kisielius,LTU,4381,,0.0,2,2,0,0,0,0,0,1,3,4,10,10,0.1,0.0
Yuval Simhy,ISR,6427,,0.0,1,1,0,0,0,0,0,1,1,7,7,5,0.2,0.0
Colin Duffy,USA,1929,170.0,,10,17,5,2,1,0,0,41,68,132,176,78,0.5256410256410257,
Manuel Cornu,FRA,490,177.0,,35,65,22,8,1,0,2,156,249,416,545,295,0.5288135593220339,
Thilo Jeldrik Schröter,NOR,3061,,,20,22,2,0,0,0,0,37,69,83,150,108,0.3425925925925926,
Cheuk-Hei Ho,HKG,2219,,,11,11,0,0,0,0,0,9,31,41,147,55,0.16363636363636364,
Adam Ondra,CZE,1364,186.0,,24,66,23,19,7,6,3,220,263,434,458,288,0.7638888888888888,
Ties Vancraeynest,BEL,356,177.0,,2,2,0,0,0,0,0,1,2,6,11,10,0.1,
Peter Kuric,SVK,2767,175.0,,3,4,1,0,0,0,0,1,9,1,23,19,0.05263157894736842,
