,name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_percentage,ranking_per_event_B
223,Zach Lerner,USA,4791,,413.16,4,5,1,0,0,0,0,10,20,16,25,24,0.4166666666666667,103.29
224,Georg Parma,AUT,1234,,406.33000000000004,20,20,0,0,0,0,0,39,72,101,174,100,0.39,20.32
225,Hongshu Qiu,CHN,6145,,405.0,4,6,2,0,0,0,0,6,16,11,26,28,0.21428571428571427,101.25
226,Zander Waller,USA,1934,182.0,401.5,4,5,1,0,0,0,0,11,20,34,46,24,0.4583333333333333,100.38
227,Blaz Rant,SLO,5099,,384.5,7,9,2,0,0,0,0,14,32,37,68,43,0.32558139534883723,54.93
228,Nalle Hukkataival,FIN,5611,,382.5,4,5,1,0,0,0,0,11,16,27,33,24,0.4583333333333333,95.62
229,Andre Borowka,GER,5265,,381.15999999999997,6,8,2,0,0,0,0,14,22,25,43,38,0.3684210526315789,63.53
230,Amir Nouri,IRI,3486,,373.5,11,12,1,0,0,0,0,16,32,57,106,59,0.2711864406779661,33.95
231,Kai Lightner,USA,1772,,373.15999999999997,7,7,0,0,0,0,0,15,25,37,45,35,0.42857142857142855,53.31
232,Fabien Dugit,FRA,4690,,372.15999999999997,4,5,1,0,0,0,0,12,18,24,27,24,0.5,93.04
233,Bjørn Arnel Iisager,DEN,3855,,370.48999999999995,24,24,0,0,0,0,0,38,78,89,169,120,0.31666666666666665,15.44
234,Chua Dennis,SGP,3644,,365.5,12,12,0,0,0,0,0,16,41,46,90,60,0.26666666666666666,30.46
235,Magnus Midtboe,NOR,3058,,364.5,2,3,1,0,0,0,0,7,12,27,34,14,0.5,182.25
236,Adam Watson,GBR,6091,,358.5,3,4,1,0,0,0,0,10,16,15,22,19,0.5263157894736842,119.5
237,Terry Paholek,CAN,4847,,357.0,5,6,1,0,0,0,0,7,19,12,41,29,0.2413793103448276,71.4
238,Sebastien Jalmain,FRA,5381,,355.5,5,5,0,0,0,0,0,12,21,18,34,25,0.48,71.1
239,Joackym Ramsamy,FRA,5657,,354.5,7,8,1,0,0,0,0,11,28,22,62,39,0.28205128205128205,50.64
240,Guy Mcnamee,CAN,1646,,354.32,11,12,1,0,0,0,0,12,39,28,87,59,0.2033898305084746,32.21
241,Christian Feistmantl,AUT,4977,,351.68,9,10,1,0,0,0,0,16,32,42,81,49,0.32653061224489793,39.08
242,Masahiro Higuchi,JPN,2261,169.0,345.16,5,6,1,0,0,0,0,8,17,14,45,29,0.27586206896551724,69.03
243,Satone Yoshida,JPN,11390,168.0,343.5,4,5,1,0,0,0,0,10,20,23,41,24,0.4166666666666667,85.88
244,Donggun Lee,KOR,6218,,343.0,3,4,1,0,0,0,0,4,15,6,37,19,0.21052631578947367,114.33
245,Peter Dixon,USA,1770,,339.0,4,5,1,0,0,0,0,9,17,20,52,24,0.375,84.75
246,Benjamin Hanna,USA,1758,,336.98999999999995,16,16,0,0,0,0,0,19,54,49,114,80,0.2375,21.06
247,Aidan Roberts,GBR,685,,335.5,8,9,1,0,0,0,0,17,33,31,75,44,0.38636363636363635,41.94
248,Ondrej Nevelik,CZE,4807,,334.33,13,13,0,0,0,0,0,26,49,57,116,65,0.4,25.72
249,Kim Marschner,GER,3126,,332.33,15,16,1,0,0,0,0,24,53,74,130,79,0.3037974683544304,22.16
250,Jihwan Park,KOR,2040,,331.33,3,5,2,0,0,0,0,9,12,14,21,23,0.391304347826087,110.44
251,Nigel Callender,IRL,4909,,331.0,4,5,1,0,0,0,0,10,21,27,43,24,0.4166666666666667,82.75
252,Minyoung Lee,KOR,2057,,326.33,6,7,1,0,0,0,0,7,21,19,59,34,0.20588235294117646,54.39
253,Florian Klingler,AUT,1241,,322.99,17,17,0,0,0,0,0,33,57,94,127,85,0.38823529411764707,19.0
254,Changfeng Qu,CHN,2934,,320.0,5,6,1,0,0,0,0,5,15,14,37,29,0.1724137931034483,64.0
255,Ferdinand Schulte,NED,4609,,319.07,10,11,1,0,0,0,0,7,28,13,60,54,0.12962962962962962,31.91
256,James Garden,GBR,4908,,318.5,9,9,0,0,0,0,0,19,33,37,68,45,0.4222222222222222,35.39
257,Olivier Hequin,FRA,5649,,318.0,13,14,1,0,0,0,0,22,47,37,80,69,0.3188405797101449,24.46
258,Dillon Countryman,USA,13029,,316.5,6,7,1,0,0,0,0,14,27,46,60,34,0.4117647058823529,52.75
259,Ellis Ernsberger,USA,2004,170.0,312.0,4,5,1,0,0,0,0,12,22,27,45,24,0.5,78.0
260,Yosuke Senbongi,JPN,6153,,307.0,4,5,1,0,0,0,0,10,20,27,34,24,0.4166666666666667,76.75
261,Ethan Pringle,USA,5437,,306.83,5,6,1,0,0,0,0,10,22,19,46,29,0.3448275862068966,61.37
262,Jiacuo Suolang,CHN,4877,,303.5,6,6,0,0,0,0,0,3,11,12,25,30,0.1,50.58
263,Tomás Mrázek,CZE,1356,,300.0,1,2,1,0,0,0,0,6,8,9,12,9,0.6666666666666666,300.0
264,Salavat Rakhmetov,RUS,4465,,300.0,1,2,1,0,0,0,0,3,8,3,14,9,0.3333333333333333,300.0
265,Alexandr Nikolaev,RUS,4867,,299.85,6,7,1,0,0,0,0,9,19,18,32,34,0.2647058823529412,49.98
266,Tom Newman,GBR,6150,,299.5,8,8,0,0,0,0,0,12,24,31,52,40,0.3,37.44
267,Jakub Jodlowski,POL,2837,,298.83,18,18,0,0,0,0,0,29,57,105,173,90,0.32222222222222224,16.6
268,Julien Clémence,SUI,4283,,298.83,11,12,1,0,0,0,0,14,38,53,111,59,0.23728813559322035,27.17
269,Urban Primozic,SLO,1127,,290.33,3,4,1,0,0,0,0,10,13,18,33,19,0.5263157894736842,96.78
270,Leo Favot,FRA,574,,282.5,2,3,1,0,0,0,0,4,12,16,32,14,0.2857142857142857,141.25
271,Keita Seto,JPN,5966,,279.5,4,5,1,0,0,0,0,5,11,12,19,24,0.20833333333333334,69.88
272,Elias Arriagada Krüger,GER,11525,169.0,272.83,14,14,0,0,0,0,0,22,49,66,125,70,0.3142857142857143,19.49
273,Oscar Baudrand,CAN,11847,170.0,268.5,13,13,0,0,0,0,0,18,41,54,137,65,0.27692307692307694,20.65
274,Sam Mcqueen,USA,1988,,260.0,1,2,1,0,0,0,0,6,8,14,18,9,0.6666666666666666,260.0
275,Jacopo Larcher,ITA,4802,,258.66,6,7,1,0,0,0,0,10,29,15,49,34,0.29411764705882354,43.11
276,Piotr Bunsch,POL,2839,,254.0,10,10,0,0,0,0,0,12,27,32,75,50,0.24,25.4
277,Nicolas Badia,FRA,5292,,253.0,5,5,0,0,0,0,0,12,18,26,39,25,0.48,50.6
278,Andrew Lamb,USA,1721,,252.0,7,8,1,0,0,0,0,12,25,37,56,39,0.3076923076923077,36.0
279,Pascal Gagneux,FRA,478,,248.66,8,8,0,0,0,0,0,16,32,27,50,40,0.4,31.08
280,Santiago De Alba Flores,MEX,6092,,248.16,10,10,0,0,0,0,0,12,28,20,58,50,0.24,24.82
281,Chi-Fung Au,HKG,2217,,245.66,22,22,0,0,0,0,0,25,65,63,176,110,0.22727272727272727,11.17
282,Toshiaki Takeuchi,JPN,5615,,244.0,4,5,1,0,0,0,0,10,15,11,20,24,0.4166666666666667,61.0
283,Lucas Uchida,CAN,1593,,238.66,12,12,0,0,0,0,0,17,35,37,69,60,0.2833333333333333,19.89
284,Timo Tak,NED,5518,,237.5,4,5,1,0,0,0,0,8,17,15,35,24,0.3333333333333333,59.38
285,Niccolo' Ceria,ITA,4793,,237.17,9,9,0,0,0,0,0,15,34,23,66,45,0.3333333333333333,26.35
286,Miles Adamson,CAN,6064,,235.0,2,3,1,0,0,0,0,3,8,14,32,14,0.21428571428571427,117.5
287,Nicolas Januel,FRA,434,,234.66,5,6,1,0,0,0,0,9,19,15,40,29,0.3103448275862069,46.93
288,Nicolas Farcy,BEL,311,,233.5,11,12,1,0,0,0,0,12,22,27,52,59,0.2033898305084746,21.23
289,Josh Muller,CAN,6061,,233.0,2,3,1,0,0,0,0,3,10,7,25,14,0.21428571428571427,116.5
290,John Bowles,CAN,5668,,230.0,7,7,0,0,0,0,0,4,19,5,35,35,0.11428571428571428,32.86
291,Siu-Hei Tang,HKG,2216,,226.25,8,8,0,0,0,0,0,4,18,15,37,40,0.1,28.28
292,James Pope,GBR,649,,225.0,11,12,1,0,0,0,0,18,38,48,101,59,0.3050847457627119,20.45
293,Vilimantas Petrasiunas,LTU,4363,,221.82,16,16,0,0,0,0,0,22,46,52,111,80,0.275,13.86
294,Charles Barron,USA,1875,,221.25,7,8,1,0,0,0,0,9,27,15,63,39,0.23076923076923078,31.61
295,Rudolph Ruana,USA,1773,,219.0,7,7,0,0,0,0,0,20,29,61,69,35,0.5714285714285714,31.29
296,Martin Jaggi,SUI,4787,,218.5,4,5,1,0,0,0,0,8,17,14,30,24,0.3333333333333333,54.62
297,Ao Yurikusa,JPN,11832,175.0,217.5,4,4,0,0,0,0,0,8,17,28,44,20,0.4,54.38
298,Konstantin Savelyev,RUS,4870,,216.5,2,3,1,0,0,0,0,3,7,5,8,14,0.21428571428571427,108.25
299,Filip Schenk,ITA,912,170.0,212.82,12,12,0,0,0,0,0,12,38,31,79,60,0.2,17.74
300,Jan Chvala,CZE,1362,,212.25,8,9,1,0,0,0,0,13,29,39,68,44,0.29545454545454547,26.53
301,Max Prinz,GER,3777,,211.5,11,11,0,0,0,0,0,16,31,46,70,55,0.2909090909090909,19.23
302,Sergei Shaferov,BLR,4865,,211.0,2,3,1,0,0,0,0,5,9,10,15,14,0.35714285714285715,105.5
303,Akito Tsumori,JPN,6144,,205.0,1,2,1,0,0,0,0,1,6,1,7,9,0.1111111111111111,205.0
304,Arthur Ternant,FRA,8958,,205.0,1,2,1,0,0,0,0,4,8,8,16,9,0.4444444444444444,205.0
305,Matic Kotar,SLO,1145,171.0,204.5,7,7,0,0,0,0,0,11,26,37,74,35,0.3142857142857143,29.21
306,Simon Hibbeler,USA,1906,,201.0,3,4,1,0,0,0,0,4,14,4,33,19,0.21052631578947367,67.0
307,Marc Eveleigh,CAN,1573,,197.0,5,5,0,0,0,0,0,3,16,9,46,25,0.12,39.4
308,Fedir Samoilov,UKR,1489,,192.64999999999998,13,13,0,0,0,0,0,24,48,78,132,65,0.36923076923076925,14.82
309,Winai Ruangrit,THA,3929,,192.5,5,5,0,0,0,0,0,3,15,5,44,25,0.12,38.5
310,Stefan Scherz,AUT,1274,179.0,192.5,4,4,0,0,0,0,0,9,16,29,43,20,0.45,48.12
311,Sungjoon Chae,KOR,13149,,191.32999999999998,6,6,0,0,0,0,0,12,22,39,62,30,0.4,31.89
312,Matty Hong,USA,6088,,191.0,2,3,1,0,0,0,0,6,11,12,22,14,0.42857142857142855,95.5
313,Cheung-Chi Shoji Chan,HKG,2218,,189.0,20,20,0,0,0,0,0,18,62,61,190,100,0.18,9.45
314,Martin Bergant,SLO,1135,182.0,186.76,4,5,1,0,0,0,0,5,15,16,43,24,0.20833333333333334,46.69
315,Hafzanizam Bokhari,MAS,5559,,185.5,3,4,1,0,0,0,0,6,16,9,30,19,0.3157894736842105,61.83
316,Gabor Szekely,HUN,4841,,185.0,1,2,1,0,0,0,0,2,7,4,13,9,0.2222222222222222,185.0
317,Joel Zerr,USA,1777,,184.0,8,8,0,0,0,0,0,3,17,6,39,40,0.075,23.0
318,Ryan Olson,USA,4845,,180.07,3,3,0,0,0,0,0,2,6,4,14,15,0.13333333333333333,60.02
319,Jan Haiko,AUT,5984,,178.5,5,6,1,0,0,0,0,10,20,33,66,29,0.3448275862068966,35.7
320,Jesse Grupper,USA,1749,180.0,176.5,10,10,0,0,0,0,0,15,38,37,107,50,0.3,17.65
321,Yves Gravelle,CAN,4848,,175.0,5,5,0,0,0,0,0,6,19,12,29,25,0.24,35.0
322,Alex Fritz,USA,1722,,170.0,1,2,1,0,0,0,0,4,7,8,12,9,0.4444444444444444,170.0
323,Mark Hobson,USA,5889,,170.0,1,2,1,0,0,0,0,1,6,4,18,9,0.1111111111111111,170.0
324,Alexander Kalina,RUS,4933,,170.0,1,2,1,0,0,0,0,2,7,3,18,9,0.2222222222222222,170.0
325,Yunchan Song,KOR,14018,,164.83,6,6,0,0,0,0,0,10,19,33,54,30,0.3333333333333333,27.47
326,Yotam Ben Reuven,ISR,4046,,164.66,6,6,0,0,0,0,0,9,20,19,36,30,0.3,27.44
327,Matt Fultz,USA,1949,,164.0,2,3,1,0,0,0,0,5,12,14,29,14,0.35714285714285715,82.0
328,Palmer Larsen,USA,1820,,161.0,7,7,0,0,0,0,0,7,19,20,55,35,0.2,23.0
329,Mikel Asier Linacisoro Molina,ESP,793,184.0,159.66,11,11,0,0,0,0,0,8,36,26,118,55,0.14545454545454545,14.51
330,Thattana Raksachat,THA,3930,,159.0,3,3,0,0,0,0,0,2,11,4,20,15,0.13333333333333333,53.0
331,Manuel Escobar,VEN,3174,,158.66,3,4,1,0,0,0,0,5,11,14,24,19,0.2631578947368421,52.89
332,Orrin Coley,GBR,654,,158.5,9,9,0,0,0,0,0,11,23,33,66,45,0.24444444444444444,17.61
333,Tatsumi Nitta,JPN,4940,,157.5,2,2,0,0,0,0,0,7,10,16,21,10,0.7,78.75
334,Elan Jonasmcrae,CAN,1576,,157.5,7,7,0,0,0,0,0,10,18,32,58,35,0.2857142857142857,22.5
335,Adam Markert,USA,4843,,157.0,2,2,0,0,0,0,0,3,8,6,16,10,0.3,78.5
336,Khairul Hafiz Abu Hassan,MAS,5619,,157.0,2,3,1,0,0,0,0,4,10,13,34,14,0.2857142857142857,78.5
337,Sungsu Lee,KOR,13147,,155.5,4,4,0,0,0,0,0,6,12,15,24,20,0.3,38.88
338,Philip Ratajczak,GER,6276,,155.0,1,2,1,0,0,0,0,4,5,13,10,9,0.4444444444444444,155.0
339,Shinpei Hasegawa,JPN,4842,,155.0,1,2,1,0,0,0,0,1,2,1,2,9,0.1111111111111111,155.0
340,Carlos Catari,VEN,6010,,155.0,1,2,1,0,0,0,0,3,7,6,11,9,0.3333333333333333,155.0
341,Pierre Le Cerf,FRA,546,,153.5,2,2,0,0,0,0,0,5,10,15,27,10,0.5,76.75
342,Stepan Stranik,CZE,1357,,148.82999999999998,20,20,0,0,0,0,0,16,50,42,124,100,0.16,7.44
343,Reza Kolasangian,IRI,3484,,148.5,11,11,0,0,0,0,0,14,29,53,91,55,0.2545454545454545,13.5
344,Clément Lechaptois,FRA,477,,148.0,5,5,0,0,0,0,0,8,15,21,30,25,0.32,29.6
345,Alessandro Palma,ITA,875,,145.5,7,7,0,0,0,0,0,13,24,25,58,35,0.37142857142857144,20.79
346,Nino Grünenfelder,SUI,4284,172.0,143.5,8,8,0,0,0,0,0,6,27,16,54,40,0.15,17.94
347,Matthias Erber,AUT,1250,,143.5,12,12,0,0,0,0,0,17,35,40,77,60,0.2833333333333333,11.96
348,Matt Wilder,USA,6072,,141.5,3,3,0,0,0,0,0,5,13,8,20,15,0.3333333333333333,47.17
349,Yuta Imaizumi,JPN,2378,,140.5,3,3,0,0,0,0,0,7,13,17,22,15,0.4666666666666667,46.83
350,Arjan De Kock,RSA,6053,,137.5,1,1,0,0,0,0,0,3,3,15,14,5,0.6,137.5
351,Dustin Curtis,CAN,4851,,137.4,8,8,0,0,0,0,0,5,20,11,44,40,0.125,17.18
352,Ashraf Mohammad Sapri,SGP,3636,,133.0,2,2,0,0,0,0,0,5,9,23,29,10,0.5,66.5
353,Carmel Raz Romeo,ISR,4028,,132.0,7,7,0,0,0,0,0,5,23,17,74,35,0.14285714285714285,18.86
354,Jamie Chong,CAN,5890,,132.0,3,3,0,0,0,0,0,1,10,1,22,15,0.06666666666666667,44.0
355,Luka Potocar,SLO,1170,177.0,130.5,5,5,0,0,0,0,0,8,17,25,67,25,0.32,26.1
356,Kirill Dyakonov ,RUS,4871,,130.5,2,2,0,0,0,0,0,3,7,3,15,10,0.3,65.25
357,Sergei Tiupyshev,RUS,231,,130.0,2,2,0,0,0,0,0,2,6,10,13,10,0.2,65.0
358,Beiji Li,CHN,2937,,130.0,2,2,0,0,0,0,0,2,5,7,13,10,0.2,65.0
359,Rishat Khaibullin,KAZ,3361,170.0,130.0,5,5,0,0,0,0,0,3,14,8,30,25,0.12,26.0
360,Elko Schellingerhout,NED,3581,,128.49,10,10,0,0,0,0,0,11,29,25,70,50,0.22,12.85
361,Kevin Lopata,FRA,4906,,126.5,3,3,0,0,0,0,0,5,10,11,17,15,0.3333333333333333,42.17
362,Sébastien Valran,FRA,9331,,126.5,6,6,0,0,0,0,0,12,20,18,29,30,0.4,21.08
363,Slav Kirov,BUL,11500,,123.0,7,7,0,0,0,0,0,11,28,35,78,35,0.3142857142857143,17.57
364,Marc Edwards,AUS,4806,,121.5,5,5,0,0,0,0,0,4,15,10,49,25,0.16,24.3
365,Qixin Zhong,CHN,2929,,121.0,3,3,0,0,0,0,0,0,6,0,18,15,0.0,40.33
366,Adrien Lemaire,FRA,518,,120.0,1,1,0,0,0,0,0,1,3,2,4,5,0.2,120.0
367,Karsten Borowka,GER,4644,,120.0,3,3,0,0,0,0,0,5,11,9,24,15,0.3333333333333333,40.0
368,Rok Klancnik,SLO,5334,,119.5,5,5,0,0,0,0,0,8,17,10,34,25,0.32,23.9
369,Stefano Ghidini,ITA,4666,,119.0,3,3,0,0,0,0,0,6,11,12,21,15,0.4,39.67
370,Sandeep Maity,IND,2626,,117.0,6,6,0,0,0,0,0,4,14,16,50,30,0.13333333333333333,19.5
371,Colin Wills,USA,1928,,115.5,2,2,0,0,0,0,0,4,6,33,33,10,0.4,57.75
372,Will Anglin,USA,1819,,112.5,1,1,0,0,0,0,0,2,3,6,7,5,0.4,112.5
373,Artyom Devyaterikov,KAZ,3358,,106.33,11,11,0,0,0,0,0,11,28,28,96,55,0.2,9.67
374,Carlos Jose Catari Ramones,ESP,6317,,106.0,5,5,0,0,0,0,0,9,16,29,49,25,0.36,21.2
375,Dylan Chuat,SUI,3199,170.0,103.5,4,4,0,0,0,0,0,3,15,18,36,20,0.15,25.88
376,Nathaniel Spencer,USA,6335,,102.0,3,3,0,0,0,0,0,0,4,0,13,15,0.0,34.0
377,Jesse Van Der Werf,NED,5857,,102.0,7,7,0,0,0,0,0,7,18,12,30,35,0.2,14.57
378,Yoann Le Couster,FRA,4953,,101.5,2,2,0,0,0,0,0,3,5,8,10,10,0.3,50.75
379,Sergio Pastor Martínez,ESP,816,,100.5,13,13,0,0,0,0,0,11,39,33,122,65,0.16923076923076924,7.73
380,Khosro Hashemzadeh,IRI,3467,,100.0,2,2,0,0,0,0,0,3,5,7,15,10,0.3,50.0
381,Robert Rundin,SWE,6090,,99.0,7,7,0,0,0,0,0,10,18,28,36,35,0.2857142857142857,14.14
382,Ka-Chun Yau,HKG,2214,,98.99,21,21,0,0,0,0,0,15,67,52,232,105,0.14285714285714285,4.71
383,Dominic Burns,IRL,2588,,98.66,4,4,0,0,0,0,0,6,11,11,18,20,0.3,24.66
384,Daniel Fisher,AUS,6389,,98.16,2,2,0,0,0,0,0,5,6,12,16,10,0.5,49.08
385,Emanuel Moosburger,AUT,4792,,96.66,8,8,0,0,0,0,0,12,31,27,51,40,0.3,12.08
386,David Wetmore,USA,6063,,96.0,2,2,0,0,0,0,0,3,9,6,22,10,0.3,48.0
387,Fredrik Serlachius,SWE,2670,,95.66,19,19,0,0,0,0,0,12,63,49,192,95,0.12631578947368421,5.03
388,Don Van Laere,NED,3591,,95.25,9,9,0,0,0,0,0,8,28,24,52,45,0.17777777777777778,10.58
389,Abdul Qayum Bin Abd Jalani,MAS,6229,,95.0,1,1,0,0,0,0,0,1,3,2,9,5,0.2,95.0
390,Tony Musselbrook,GBR,5898,,95.0,1,1,0,0,0,0,0,2,3,3,7,5,0.4,95.0
391,Jure Raztresen,SLO,1128,,94.5,2,2,0,0,0,0,0,4,7,9,11,10,0.4,47.25
392,Singh Adarsh ,IND,2631,,94.5,4,4,0,0,0,0,0,5,7,25,28,20,0.25,23.62
393,Seyed Reza Chashi,IRI,3496,,94.5,4,4,0,0,0,0,0,6,13,27,46,20,0.3,23.62
394,Ayodele Sopeju,CAN,1567,,94.33,9,9,0,0,0,0,0,7,24,17,58,45,0.15555555555555556,10.48
395,Claudiu Miu,ROU,2724,,93.0,8,8,0,0,0,0,0,3,23,8,46,40,0.075,11.62
396,Philippe Allenspach,SUI,4785,,91.83,6,6,0,0,0,0,0,9,17,15,30,30,0.3,15.3
397,Davic Picq,FRA,5635,,91.0,2,2,0,0,0,0,0,2,6,9,17,10,0.2,45.5
398,Josh Levin,USA,1713,,89.0,6,6,0,0,0,0,0,4,16,6,51,30,0.13333333333333333,14.83
399,Andrei Nikifaravets,BLR,4868,,85.0,2,2,0,0,0,0,0,2,3,4,6,10,0.2,42.5
400,Zhouwen Huang,CHN,2959,,84.5,3,3,0,0,0,0,0,5,9,16,28,15,0.3333333333333333,28.17
401,Zufar Nigmanov,RUS,4882,,84.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,84.0
402,Alexey Nazarov,KAZ,6230,,84.0,1,1,0,0,0,0,0,1,3,2,12,5,0.2,84.0
403,Aric Merz,GER,5384,,82.5,7,7,0,0,0,0,0,9,20,21,43,35,0.2571428571428571,11.79
404,Fumihiro Oyama,JPN,4854,,82.5,3,3,0,0,0,0,0,4,7,9,14,15,0.26666666666666666,27.5
405,Christopher Cosser,RSA,1058,178.0,80.0,8,8,0,0,0,0,0,8,21,20,43,40,0.2,10.0
406,Rafet Serkan Ercan,TUR,5728,,80.0,8,8,0,0,0,0,0,9,24,23,55,40,0.225,10.0
407,Yuya Kitae,JPN,2376,,77.0,2,2,0,0,0,0,0,5,8,10,18,10,0.5,38.5
408,Dan Archambault,CAN,4613,,76.33,4,4,0,0,0,0,0,0,8,0,19,20,0.0,19.08
409,Geir Söderin,SWE,4797,,74.23,3,3,0,0,0,0,0,2,10,2,20,15,0.13333333333333333,24.74
410,Mikhail Gogol,RUS,4809,,74.0,8,8,0,0,0,0,0,12,24,30,51,40,0.3,9.25
411,Andrew Ang Yuan Hann,MAS,6231,,73.0,1,1,0,0,0,0,0,1,2,2,4,5,0.2,73.0
412,Ryan Roden,USA,5959,,73.0,1,1,0,0,0,0,0,3,5,5,8,5,0.6,73.0
413,Arash Doustarian,IRI,6315,,73.0,1,1,0,0,0,0,0,0,2,0,2,5,0.0,73.0
414,Jérémie Ciccione,FRA,5779,,73.0,1,1,0,0,0,0,0,1,5,1,7,5,0.2,73.0
415,Garrett Gregor,USA,5992,,73.0,4,4,0,0,0,0,0,1,16,1,23,20,0.05,18.25
416,Nicolas Sherman Cuevo,COL,4846,,73.0,1,1,0,0,0,0,0,1,4,4,10,5,0.2,73.0
417,Hans Busker,NED,4899,,70.66,12,12,0,0,0,0,0,11,35,31,92,60,0.18333333333333332,5.89
418,Adam Jeewooth,GBR,4805,,70.0,8,8,0,0,0,0,0,9,25,22,56,40,0.225,8.75
419,Kevin Arc,FRA,6328,,70.0,2,2,0,0,0,0,0,6,8,8,10,10,0.6,35.0
420,Ilari Juho Kelloniemi,FIN,2801,,69.5,7,7,0,0,0,0,0,5,20,15,53,35,0.14285714285714285,9.93
421,Asher Gavin  Chiam Kai Chen,SGP,3672,,67.0,4,4,0,0,0,0,0,7,13,25,41,20,0.35,16.75
422,Jonas Winter,GER,6195,,65.5,4,4,0,0,0,0,0,9,16,32,42,20,0.45,16.38
423,Ilja Auersperg,AUT,12500,,65.0,2,2,0,0,0,0,0,3,5,7,7,10,0.3,32.5
424,Oleg Beliakov,RUS,6241,,64.5,2,2,0,0,0,0,0,1,4,1,6,10,0.1,32.25
425,Sylvain Roche,FRA,6151,,64.0,3,3,0,0,0,0,0,6,8,12,16,15,0.4,21.33
426,Ajij Shaikh,IND,2629,,62.25,2,2,0,0,0,0,0,2,2,5,3,10,0.2,31.12
427,Irfan Shaikh,IND,2637,,61.5,2,2,0,0,0,0,0,3,3,27,27,10,0.3,30.75
428,Matej Svub,SVK,4810,,61.0,12,12,0,0,0,0,0,11,29,22,69,60,0.18333333333333332,5.08
429,Gavin Johnson,CAN,1597,,60.0,3,3,0,0,0,0,0,1,5,4,13,15,0.06666666666666667,20.0
430,Matt Bosley,USA,5891,,59.5,1,1,0,0,0,0,0,0,2,0,4,5,0.0,59.5
431,Ben West,GBR,5371,,58.66,4,4,0,0,0,0,0,4,12,8,26,20,0.2,14.66
432,Vladimir Musich,RUS,4869,,58.5,2,2,0,0,0,0,0,3,6,12,13,10,0.3,29.25
433,Stepan Volf,CZE,1396,,58.0,2,2,0,0,0,0,0,1,5,5,15,10,0.1,29.0
434,Luke Goh Wen Bin,SGP,3665,,57.55,9,9,0,0,0,0,0,6,30,10,79,45,0.13333333333333333,6.39
435,Eneko Carretero Cruz,ESP,818,,57.0,3,3,0,0,0,0,0,4,9,11,36,15,0.26666666666666666,19.0
436,Loïc Timmermans,BEL,314,,57.0,10,10,0,0,0,0,0,12,33,42,113,50,0.24,5.7
437,Emil Abrahamsson,SWE,12230,,57.0,5,5,0,0,0,0,0,0,13,0,47,25,0.0,11.4
438,Joakim Berglund,SWE,4820,,56.76,5,5,0,0,0,0,0,4,12,6,20,25,0.16,11.35
439,Ryohei Kameyama,JPN,2338,,56.0,4,4,0,0,0,0,0,6,15,15,31,20,0.3,14.0
440,Hugo Hoyer,USA,13030,,56.0,4,4,0,0,0,0,0,5,18,9,41,20,0.25,14.0
441,Ciarán Scanlon,IRL,2591,,55.16,13,13,0,0,0,0,0,12,29,35,70,65,0.18461538461538463,4.24
442,Brendan Mitchell,USA,1744,,54.66,4,4,0,0,0,0,0,3,15,9,31,20,0.15,13.66
443,Yohann Dard,FRA,4508,,54.33,3,3,0,0,0,0,0,8,13,17,22,15,0.5333333333333333,18.11
444,Somnath Ramdas Shinde,IND,2620,,52.5,2,2,0,0,0,0,0,2,5,9,19,10,0.2,26.25
445,Joe Goodacre,USA,1801,,52.5,5,5,0,0,0,0,0,5,16,18,36,25,0.2,10.5
446,Eduard Marin Garcia,ESP,5256,,52.0,1,1,0,0,0,0,0,1,3,2,7,5,0.2,52.0
447,Yuta Kobata,JPN,2346,,52.0,1,1,0,0,0,0,0,1,4,1,10,5,0.2,52.0
448,Ricardo De Leeuw,NED,5996,,52.0,1,1,0,0,0,0,0,3,4,7,6,5,0.6,52.0
449,Sungbo Seo,KOR,2046,,51.66,8,8,0,0,0,0,0,11,27,23,84,40,0.275,6.46
450,Ry Morrison,CRC,5969,,51.25,2,2,0,0,0,0,0,0,3,0,7,10,0.0,25.62
451,Hei-Yeung Lam,HKG,2226,,51.0,12,12,0,0,0,0,0,8,26,14,63,60,0.13333333333333333,4.25
452,Andrea Zanone,ITA,858,,49.989999999999995,8,8,0,0,0,0,0,8,28,16,86,40,0.2,6.25
453,Jj Mah,CAN,1560,,49.66,7,7,0,0,0,0,0,6,20,18,43,35,0.17142857142857143,7.09
454,Franz Krakenberger,SUI,3430,,49.0,4,4,0,0,0,0,0,8,14,23,36,20,0.4,12.25
455,Vicky Bhalerao,IND,2640,,49.0,2,2,0,0,0,0,0,2,3,7,10,10,0.2,24.5
456,Tomoki Musha,JPN,2347,,48.83,2,2,0,0,0,0,0,4,8,11,16,10,0.4,24.42
457,Chingkheinganba Maibam,IND,2649,,48.82,4,4,0,0,0,0,0,3,11,5,26,20,0.15,12.2
458,Nicholas Milburn,USA,1729,,48.5,2,2,0,0,0,0,0,2,8,5,14,10,0.2,24.25
459,Quentin Miegeville,FRA,5755,,48.0,1,1,0,0,0,0,0,1,4,1,9,5,0.2,48.0
460,Guram Dabrundashvili,GEO,2458,,48.0,1,1,0,0,0,0,0,0,2,0,6,5,0.0,48.0
