,name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_percentage,ranking_per_event_B
95,Ludovic Laurence,FRA,4471,,1961.5,10,15,5,0,0,0,0,29,53,57,93,70,0.4142857142857143,196.15
96,Atsushi Shimizu,JPN,2260,,1928.0,18,24,5,1,0,0,0,43,86,91,178,114,0.37719298245614036,107.11
97,Ignacio Sanchez González,ESP,4803,,1877.98,24,29,5,0,0,0,0,56,111,110,221,140,0.4,78.25
98,Carlo Traversi,USA,1709,,1840.5,11,18,7,0,0,0,0,36,72,83,144,83,0.43373493975903615,167.32
99,Keita Mogaki,JPN,2249,,1807.1599999999999,13,20,7,0,0,0,0,35,64,59,100,93,0.3763440860215054,139.01
100,Zach Galla,USA,1926,168.0,1797.82,19,23,3,1,0,0,0,46,92,108,191,111,0.4144144144144144,94.62
101,Alfons Dornauer,AUT,1255,,1793.32,28,32,4,0,0,0,0,67,122,151,266,156,0.42948717948717946,64.05
102,Domen Skofic,SLO,1129,177.0,1786.58,20,26,6,0,0,0,0,61,97,145,210,124,0.49193548387096775,89.33
103,Jason Holowach,CAN,1558,,1723.1599999999999,20,26,5,1,0,0,0,46,90,114,199,124,0.3709677419354839,86.16
104,Sascha Lehmann,SUI,4299,164.0,1720.82,19,24,4,1,0,0,0,44,85,116,195,115,0.3826086956521739,90.57
105,Zan Lovenjak Sudar,SLO,1149,179.0,1701.33,19,23,4,0,0,0,0,37,86,94,191,111,0.3333333333333333,89.54
106,Thomas Farrell,AUS,2480,,1691.5,12,18,6,0,0,0,0,48,74,104,143,84,0.5714285714285714,140.96
107,Markus Hoppe,GER,4777,,1625.5,13,19,6,0,0,0,0,35,64,70,99,89,0.39325842696629215,125.04
108,Sachi Amma,JPN,2254,,1621.5,6,12,4,2,0,0,0,22,37,45,74,54,0.4074074074074074,270.25
109,Ryuichi Murai,JPN,2266,,1605.0,10,17,6,1,0,0,0,39,58,107,112,78,0.5,160.5
110,Anthony Gullsten,FIN,2798,180.0,1567.0,14,19,5,0,0,0,0,45,78,82,149,90,0.5,111.93
111,Baptiste Ometz,SUI,4300,,1560.66,18,23,5,0,0,0,0,43,88,107,205,110,0.39090909090909093,86.7
112,Ritsu Kayotani,JPN,13987,,1557.5,6,12,6,0,0,0,0,25,44,60,111,54,0.46296296296296297,259.58
113,Michele Caminati,ITA,4780,,1547.6599999999999,11,16,5,0,0,0,0,30,56,48,88,75,0.4,140.7
114,Alexander Averdunk,GER,2017,,1530.5,15,18,3,0,0,0,0,34,74,98,207,87,0.39080459770114945,102.03
115,Edvards Gruzitis,LAT,4168,181.0,1527.0,13,16,3,0,0,0,0,28,63,85,150,77,0.36363636363636365,117.46
116,Ross Fulkerson,USA,1871,183.0,1511.5,14,19,4,1,0,0,0,36,73,79,157,90,0.4,107.96
117,Victor Kozlov,RUS,4866,,1501.5,5,9,3,1,0,0,1,22,35,38,53,41,0.5365853658536586,300.3
118,Arman Ter-Minasyan,RUS,66,,1471.66,21,24,3,0,0,0,0,53,93,113,176,117,0.452991452991453,70.08
119,Sohta Amagasa,JPN,11871,176.0,1412.5,5,10,4,1,0,0,0,22,42,53,93,45,0.4888888888888889,282.5
120,Masatoshi Sugita,JPN,5683,,1408.0,12,17,5,0,0,0,0,31,62,63,126,80,0.3875,117.33
121,Jabee Kim,KOR,2033,,1401.66,20,25,4,1,0,0,0,35,82,88,179,120,0.2916666666666667,70.08
122,Alberto Ginés López,ESP,811,178.0,1383.1599999999999,13,17,4,0,0,0,0,33,62,109,174,81,0.4074074074074074,106.4
123,Stanislav Kleshnov,UKR,4788,,1372.0,8,12,3,1,0,0,1,21,45,36,71,56,0.375,171.5
124,Fabien Comina,FRA,4786,,1349.5,8,13,3,2,0,0,0,24,50,49,84,60,0.4,168.69
125,Kevin Hemund,SUI,3429,,1335.0,28,30,2,0,0,0,0,61,113,118,228,148,0.41216216216216217,47.68
126,Minoru Nakano,JPN,2289,,1316.0,8,13,4,1,0,0,0,29,49,55,85,60,0.48333333333333334,164.5
127,Julien Meral,FRA,4503,,1300.5,9,14,4,1,0,0,0,24,52,44,97,65,0.36923076923076925,144.5
128,Akito Matsushima,JPN,4783,,1283.5,7,11,3,1,0,0,0,25,41,46,87,51,0.49019607843137253,183.36
129,Sergei Luzhetskii,RUS,85,,1269.5,15,17,1,1,0,1,0,33,66,91,153,83,0.39759036144578314,84.63
130,Max Kleesattel,GER,3127,173.0,1216.5,21,25,4,0,0,0,0,36,92,109,240,121,0.2975206611570248,57.93
131,William Ridal,GBR,645,,1195.66,21,25,4,0,0,0,0,41,84,98,178,121,0.33884297520661155,56.94
132,Stefano Ghisolfi,ITA,855,169.0,1192.32,16,20,3,1,0,0,0,34,69,70,135,96,0.3541666666666667,74.52
133,Mathieu Ternant,FRA,11535,,1180.5,8,13,5,0,0,0,0,24,51,70,153,60,0.4,147.56
134,Mario Lechner,AUT,1216,,1174.5,8,13,5,0,0,0,0,30,45,59,77,60,0.5,146.81
135,Sergei Skorodumov,RUS,89,,1163.08,16,19,2,1,0,0,0,34,75,84,198,92,0.3695652173913043,72.69
136,Kevin Heiniger,SUI,3428,,1150.56,28,31,3,0,0,0,0,45,105,110,257,152,0.29605263157894735,41.09
137,Nicolas Pelorson,FRA,487,,1135.0,7,10,3,0,0,0,0,26,36,66,74,47,0.5531914893617021,162.14
138,Baptiste Nomine,FRA,4784,,1121.6599999999999,9,11,2,0,0,0,0,28,46,50,80,53,0.5283018867924528,124.63
139,Ties Vancraeynest,BEL,356,177.0,1104.99,3,3,0,0,0,0,0,1,2,6,11,15,0.06666666666666667,368.33
140,Yury Novitskiy,RUS,72,,1079.6599999999999,15,17,2,0,0,0,0,42,67,104,147,83,0.5060240963855421,71.98
141,Moritz Hans,GER,3185,,1075.0,15,18,3,0,0,0,0,36,64,89,142,87,0.41379310344827586,71.67
142,Nikolai Iarilovets,RUS,165,,1074.1599999999999,10,13,2,1,0,0,1,22,51,63,136,62,0.3548387096774194,107.42
143,Daiki Sano,JPN,14314,,1049.0,6,8,1,1,0,0,0,18,35,37,69,38,0.47368421052631576,174.83
144,Tim Reuser,NED,3582,,1012.75,7,9,2,0,0,0,0,18,35,42,76,43,0.4186046511627907,144.68
145,Gareth Parry,GBR,4905,,990.07,9,12,2,1,0,0,0,25,39,42,62,57,0.43859649122807015,110.01
146,Valeriy Kryukov,UKR,1476,,974.0,5,7,2,0,0,0,0,20,27,41,46,33,0.6060606060606061,194.8
147,Jonathan Partridge,GBR,4796,,969.75,29,30,1,0,0,0,0,45,99,90,215,149,0.30201342281879195,33.44
148,Daniel Andersson,SWE,4824,,966.1600000000001,13,15,2,0,0,0,0,26,53,53,95,73,0.3561643835616438,74.32
149,Simon Unger,GER,3123,,965.3199999999999,16,18,2,0,0,0,0,36,68,85,142,88,0.4090909090909091,60.33
150,Haibin Qu,CHN,2931,,960.8299999999999,13,15,2,0,0,0,0,21,49,44,98,73,0.2876712328767123,73.91
151,Bastien Gerland,FRA,4799,,943.66,12,14,1,1,0,0,0,29,52,51,84,68,0.4264705882352941,78.64
152,Peter Würth,GER,4976,,933.74,25,26,1,0,0,0,0,37,90,83,216,129,0.2868217054263566,37.35
153,Jonatan Flor Vazquez,ESP,797,,933.6,16,19,3,0,0,0,0,46,75,137,180,92,0.5,58.35
154,Antoine Vandeputte,FRA,4779,,923.5,5,8,3,0,0,0,0,17,29,36,56,37,0.4594594594594595,184.7
155,Shinta Ozawa,JPN,4934,,921.0,9,12,3,0,0,0,0,23,42,66,89,57,0.40350877192982454,102.33
156,Thilo Jeldrik Schröter,NOR,3061,,920.32,24,26,2,0,0,0,0,42,89,100,196,128,0.328125,38.35
157,Yuki Hada,JPN,2301,,918.5,7,9,2,0,0,0,0,22,36,51,64,43,0.5116279069767442,131.21
158,Kipras Baltrunas,LTU,4364,,911.3100000000001,21,24,3,0,0,0,0,40,87,95,211,117,0.3418803418803419,43.4
159,Mikhail Chernikov,RUS,61,,906.0,11,13,2,0,0,0,0,28,51,59,92,63,0.4444444444444444,82.36
160,Andre Difelice,CAN,1572,,889.1,12,15,3,0,0,0,0,34,62,76,117,72,0.4722222222222222,74.09
161,Olivier Lebreton,FRA,4782,,888.0,7,9,2,0,0,0,0,17,36,26,61,43,0.3953488372093023,126.86
162,Marco Antonio Jubes Angarita,ESP,774,,877.5,10,13,2,1,0,0,0,23,37,70,85,62,0.3709677419354839,87.75
163,Ram Levin,ISR,3991,171.0,840.8299999999999,23,25,1,1,0,0,0,29,78,77,212,123,0.23577235772357724,36.56
164,Tatsuya Muraoka,JPN,5869,,835.0,2,4,1,1,0,1,0,8,14,21,39,18,0.4444444444444444,417.5
165,Sebastien Lazure,CAN,1571,,832.4900000000001,29,30,1,0,0,0,0,39,100,89,230,149,0.26174496644295303,28.71
166,Jérôme Meyer,FRA,412,,825.0,2,5,2,1,0,0,0,12,19,23,29,22,0.5454545454545454,412.5
167,Kyle Owen,USA,1716,,824.5,5,8,2,1,0,0,0,14,31,22,50,37,0.3783783783783784,164.9
168,Vasya Vorotnikov,USA,1746,,822.5,6,8,2,0,0,0,0,14,31,41,65,38,0.3684210526315789,137.08
169,Tomasz Oleksy,POL,4581,,806.5,8,10,2,0,0,0,0,18,31,32,48,48,0.375,100.81
170,Eric Sethna,CAN,1564,,806.5,14,15,1,0,0,0,0,28,55,77,137,74,0.3783783783783784,57.61
171,Peter Kuric,SVK,2767,175.0,799.16,6,7,1,0,0,0,0,3,19,8,70,34,0.08823529411764706,133.19
172,Jure Becan,SLO,4795,,793.75,14,17,3,0,0,0,0,35,60,72,103,82,0.4268292682926829,56.7
173,Josh Larson,USA,1735,,770.83,16,18,2,0,0,0,0,29,67,67,145,88,0.32954545454545453,48.18
174,Kaito Watanabe,JPN,2331,,760.16,7,9,2,0,0,0,0,21,32,55,82,43,0.4883720930232558,108.59
175,Pierre Duroche,FRA,5533,,758.0,6,8,2,0,0,0,0,14,29,20,49,38,0.3684210526315789,126.33
176,Philipp Martin,GER,765,173.0,734.66,14,16,2,0,0,0,0,25,56,67,144,78,0.32051282051282054,52.48
177,Robert D'Anastasio,USA,4840,,723.5,6,9,3,0,0,0,0,14,34,42,85,42,0.3333333333333333,120.58
178,Sangwon Son,KOR,2032,,719.0,5,8,3,0,0,0,0,13,28,29,68,37,0.35135135135135137,143.8
179,Zida Ma,CHN,2938,,718.0,11,13,2,0,0,0,0,14,42,51,119,63,0.2222222222222222,65.27
180,Eric  Lopez Mateos,ESP,775,,714.75,18,20,2,0,0,0,0,34,64,73,130,98,0.3469387755102041,39.71
181,Artem Petrakov,RUS,90,,707.5,9,11,2,0,0,0,0,9,32,25,73,53,0.16981132075471697,78.61
182,Michael O'Rourke,USA,1745,,701.0,10,12,2,0,0,0,0,21,50,48,106,58,0.3620689655172414,70.1
183,Austin Geiman,USA,1736,,671.33,15,16,1,0,0,0,0,33,69,78,146,79,0.4177215189873418,44.76
184,Sin-Fai Ho,HKG,2211,,643.0,10,11,1,0,0,0,0,13,35,36,96,54,0.24074074074074073,64.3
185,Julian Bautista,USA,5989,,640.0,2,4,2,0,0,0,0,11,16,18,30,18,0.6111111111111112,320.0
186,Benoit Heintz,FRA,4790,,636.58,15,16,1,0,0,0,0,26,53,44,81,79,0.3291139240506329,42.44
187,Alex Waterhouse,GBR,652,,628.5,7,8,1,0,0,0,0,19,32,49,70,39,0.48717948717948717,89.79
188,Bruno Macias Matutano,ESP,4789,,622.0,10,11,1,0,0,0,0,28,43,54,64,54,0.5185185185185185,62.2
189,Qinghua Wang,CHN,2927,,622.0,7,8,1,0,0,0,0,9,24,14,38,39,0.23076923076923078,88.86
190,Vasily Kozlov,RUS,47,,615.5,6,8,2,0,0,0,0,11,25,31,57,38,0.2894736842105263,102.58
191,Anton Johansonn,FIN,6052,,614.1600000000001,14,16,2,0,0,0,0,26,53,60,110,78,0.3333333333333333,43.87
192,William Bosi,GBR,648,,597.3199999999999,8,9,1,0,0,0,0,23,36,55,71,44,0.5227272727272727,74.66
193,Ian Dory,USA,4850,,594.66,8,9,1,0,0,0,0,13,36,26,63,44,0.29545454545454547,74.33
194,Jack Macdougall,GBR,11502,,584.3299999999999,5,7,2,0,0,0,0,15,28,38,70,33,0.45454545454545453,116.87
195,Leo Avezou,FRA,505,,584.3299999999999,11,12,1,0,0,0,0,21,46,47,98,59,0.3559322033898305,53.12
196,Geva Levin,ISR,4019,,584.32,11,13,2,0,0,0,0,17,48,39,110,63,0.2698412698412698,53.12
197,Nikolay Rusev,BUL,12329,172.0,568.1600000000001,9,11,2,0,0,0,0,16,40,39,105,53,0.3018867924528302,63.13
198,Jaha Kim,KOR,2034,,556.5,10,11,1,0,0,0,0,18,36,35,68,54,0.3333333333333333,55.65
199,Cheuk-Hei Ho,HKG,2219,,556.0,14,14,0,0,0,0,0,10,38,42,164,70,0.14285714285714285,39.71
200,Didier Hoarau,FRA,4804,,554.66,5,6,1,0,0,0,0,8,22,19,33,29,0.27586206896551724,110.93
201,Radin Foroughian,IRI,12074,,526.5,5,5,0,0,0,0,0,6,12,21,35,25,0.24,105.3
202,Max Rudigier,AUT,1221,,526.48,12,14,2,0,0,0,0,18,43,36,81,68,0.2647058823529412,43.87
203,Christoph Schweiger,GER,4252,187.0,523.0,12,13,1,0,0,0,0,22,47,61,113,64,0.34375,43.58
204,Kazuma Watanabe,JPN,4937,,523.0,6,8,2,0,0,0,0,12,26,18,46,38,0.3157894736842105,87.17
205,Hannes Puman,SWE,2667,177.0,521.25,23,23,0,0,0,0,0,38,92,96,223,115,0.33043478260869563,22.66
206,Matthew Cousins,GBR,667,,514.5,12,12,0,0,0,0,0,26,47,62,123,60,0.43333333333333335,42.88
207,Jakub Glowka,POL,2846,,514.01,18,19,0,1,0,0,0,28,58,73,116,94,0.2978723404255319,28.56
208,Nils Favre,SUI,4306,176.0,501.72,29,30,1,0,0,0,0,35,102,85,254,149,0.2348993288590604,17.3
209,Naoki Shimatani,JPN,2271,,480.5,2,3,1,0,0,0,0,7,8,17,15,14,0.5,240.25
210,Victor Baudrand,CAN,1644,175.0,477.83,10,11,1,0,0,0,0,17,39,43,125,54,0.3148148148148148,47.78
211,Elias Weiler,AUT,1229,,461.33,22,23,1,0,0,0,0,31,75,87,160,114,0.2719298245614035,20.97
212,Ondrej Svub,SVK,4801,,459.26000000000005,15,16,1,0,0,0,0,21,48,54,88,79,0.26582278481012656,30.62
213,Yuval Shemla,ISR,3989,,452.83,15,16,1,0,0,0,0,15,49,45,120,79,0.189873417721519,30.19
214,Marcello Bombardi,ITA,854,177.0,449.33,21,21,0,0,0,0,0,34,78,78,184,105,0.3238095238095238,21.4
215,Ivan Kaurov,RUS,4864,,442.5,3,4,1,0,0,0,0,7,11,11,13,19,0.3684210526315789,147.5
216,Ignasi Tarrazona Gasque,ESP,5858,,440.65999999999997,11,12,1,0,0,0,0,27,45,42,73,59,0.4576271186440678,40.06
217,Riccardo Piazza,ITA,882,,433.56999999999994,18,19,1,0,0,0,0,30,69,83,177,94,0.3191489361702128,24.09
218,Shawn Raboutou,USA,1794,,432.0,5,6,1,0,0,0,0,14,24,36,87,29,0.4827586206896552,86.4
219,Vlas Gavrilov,RUS,122,,431.0,8,9,1,0,0,0,0,16,32,57,87,44,0.36363636363636365,53.88
220,Michiel Nieuwenhuijsen,NED,3583,,419.0,8,9,1,0,0,0,0,15,32,33,71,44,0.3409090909090909,52.38
221,Kento Yamaguchi,JPN,13320,,417.5,4,5,1,0,0,0,0,12,22,22,37,24,0.5,104.38
222,Chris Sharma,USA,4665,,415.0,1,2,1,0,0,0,0,2,7,2,8,9,0.2222222222222222,415.0
