,name,country,id,height,ranking_B,events_B,rounds_B,semis_B,finals_B,gold_B,silver_B,bronze_B,tops,zones,top_attempts,zone_attempts,boulders_attempted,top_percentage,ranking_per_event_B
264,Friederike Petri,GER,6194,,249.66,8,8,0,0,0,0,0,11,20,33,53,40,0.275,31.2075
265,Kerry Briggs,CAN,5885,,247.78,3,4,1,0,0,0,0,1,7,1,10,19,0.05263157894736842,82.59333333333333
266,Natalie Sailer,GER,5853,,240.0,4,4,0,0,0,0,0,6,17,9,24,20,0.3,60.0
267,Sasha Digiulian,USA,1712,,240.0,1,2,1,0,0,0,0,5,6,5,6,9,0.5555555555555556,240.0
268,Patricia Holzmann,GER,6274,,234.0,3,3,0,0,0,0,0,5,12,13,30,15,0.3333333333333333,78.0
269,Natalia Titova,RUS,40,,225.0,2,2,0,0,0,0,0,4,8,7,14,10,0.4,112.5
270,Maria Celkova,CAN,6060,,225.0,3,3,0,0,0,0,0,2,5,6,12,15,0.13333333333333333,75.0
271,Sarah Austin,CAN,5884,,221.62,3,3,0,0,0,0,0,2,5,2,5,15,0.13333333333333333,73.87333333333333
272,Giulia Medici,ITA,910,,217.16,11,12,1,0,0,0,0,14,41,40,120,59,0.23728813559322035,19.741818181818182
273,Vana Piccini,CRO,3042,,214.0,2,3,1,0,0,0,0,2,8,3,28,14,0.14285714285714285,107.0
274,Anja Hodann,SWE,5426,,211.0,4,4,0,0,0,0,0,6,14,13,29,20,0.3,52.75
275,Zhuoma Pubu,CHN,2946,,210.5,6,6,0,0,0,0,0,6,16,10,33,30,0.2,35.083333333333336
276,Bonnie De Bruijn,CAN,5880,,207.06,3,3,0,0,0,0,0,0,6,0,11,15,0.0,69.02
277,Nolwen Berthier,FRA,457,,205.66,3,3,0,0,0,0,0,5,12,15,26,15,0.3333333333333333,68.55333333333333
278,Shannon Russell,USA,6251,,205.0,1,2,1,0,0,0,0,1,4,2,5,9,0.1111111111111111,205.0
279,Kate Mcginnis,USA,5878,,204.5,2,2,0,0,0,0,0,0,7,0,16,10,0.0,102.25
280,Tina Johnsen Hafsaas,NOR,3060,164.0,204.5,12,12,0,0,0,0,0,15,37,51,125,60,0.25,17.041666666666668
281,Roberta Longo,ITA,5283,,202.16,3,3,0,0,0,0,0,5,12,5,17,15,0.3333333333333333,67.38666666666667
282,Abdul Rochman Syarifah,INA,3272,,195.0,1,2,1,0,0,0,0,0,1,0,1,9,0.0,195.0
283,Aleksandra Kalucka,POL,2878,164.0,194.3,5,6,1,0,0,0,0,2,13,9,43,29,0.06896551724137931,38.86
284,Marketa Janosova,CZE,1453,159.0,189.5,2,3,1,0,0,0,0,1,7,1,15,14,0.07142857142857142,94.75
285,Agathe Calliet,FRA,11653,158.0,189.0,2,2,0,0,0,0,0,5,10,18,34,10,0.5,94.5
286,Bronwen Karnis,CAN,1619,,186.0,4,4,0,0,0,0,0,2,13,2,35,20,0.1,46.5
287,Celeste Wall,CAN,1562,,182.32999999999998,4,4,0,0,0,0,0,1,7,4,20,20,0.05,45.582499999999996
288,Eva Carro Fernández,ESP,6084,,182.25,3,4,1,0,0,0,0,2,5,2,15,19,0.10526315789473684,60.75
289,Gayeong Oh,KOR,13556,169.0,182.0,3,4,1,0,0,0,0,4,11,7,34,19,0.21052631578947367,60.666666666666664
290,Soho Langbehn,CHI,4927,,179.5,2,2,0,0,0,0,0,3,7,7,26,10,0.3,89.75
291,Risa Ota,JPN,2267,161.0,179.16,8,8,0,0,0,0,0,10,19,24,35,40,0.25,22.395
292,Alyssa Weber,CAN,1578,,178.32999999999998,7,7,0,0,0,0,0,3,16,4,30,35,0.08571428571428572,25.475714285714282
293,Celine Combaz,FRA,5281,,174.0,4,4,0,0,0,0,0,5,15,8,19,20,0.25,43.5
294,Ana Tiripa,GER,6177,,170.0,1,2,1,0,0,0,0,3,6,10,21,9,0.3333333333333333,170.0
295,"Chi-Heng, Sharon Chiu",HKG,6334,,170.0,1,2,1,0,0,0,0,0,1,0,2,9,0.0,170.0
296,Alisa Gel'Fer,UKR,4961,,170.0,1,2,1,0,0,0,0,6,7,9,10,9,0.6666666666666666,170.0
297,Natalia Kalucka,POL,2879,165.0,169.8,6,6,0,0,0,0,0,2,11,13,57,30,0.06666666666666667,28.3
298,Olga Morozkina,RUS,4857,,168.0,2,2,0,0,0,0,0,3,8,3,14,10,0.3,84.0
299,Jana Müller,GER,6148,,168.0,5,5,0,0,0,0,0,5,13,6,35,25,0.2,33.6
300,Erica Carlson,CAN,6172,,165.48,6,6,0,0,0,0,0,1,7,1,11,30,0.03333333333333333,27.58
301,Clothilde Morin,FRA,598,,162.0,3,3,0,0,0,0,0,5,13,11,22,15,0.3333333333333333,54.0
302,Anna Laitinen,FIN,2800,,160.66,8,8,0,0,0,0,0,9,22,15,36,40,0.225,20.0825
303,Mathilde Becerra,FRA,456,,157.5,4,4,0,0,0,0,0,8,13,14,20,20,0.4,39.375
304,Melina Costanza,USA,1765,167.0,156.66,3,3,0,0,0,0,0,5,10,12,15,15,0.3333333333333333,52.22
305,Zoë Maire,SUI,4767,,156.5,6,6,0,0,0,0,0,7,19,8,25,30,0.23333333333333334,26.083333333333332
306,Erin Ford-Zieleniewski,CAN,5877,,155.0,1,2,1,0,0,0,0,1,4,4,11,9,0.1111111111111111,155.0
307,Dorothea Karalus,GER,6193,,155.0,1,2,1,0,0,0,0,3,6,5,10,9,0.3333333333333333,155.0
308,Yunqing Liu,CHN,6226,,155.0,1,2,1,0,0,0,0,3,6,7,11,9,0.3333333333333333,155.0
309,Naama Yohai,ISR,3996,,152.0,8,8,0,0,0,0,0,6,21,19,60,40,0.15,19.0
310,Madeleine Eppensteiner,AUT,1217,,151.0,4,4,0,0,0,0,0,8,13,20,29,20,0.4,37.75
311,Katy Piddock,GBR,4903,,150.5,3,3,0,0,0,0,0,3,7,11,21,15,0.2,50.166666666666664
312,Nasim Biyarjomandy,IRI,3509,163.0,150.32999999999998,5,5,0,0,0,0,0,1,5,1,5,25,0.04,30.065999999999995
313,Stefanie Pichler,AUT,1218,,147.33,3,3,0,0,0,0,0,5,12,13,29,15,0.3333333333333333,49.11000000000001
314,Claire Bell,GBR,4451,,146.0,2,2,0,0,0,0,0,1,3,3,4,10,0.1,73.0
315,Margaux Hilly,FRA,5865,,145.0,1,2,1,0,0,0,0,1,4,2,7,9,0.1111111111111111,145.0
316,Tomoko Ogawa,JPN,5199,,145.0,1,1,0,0,0,0,0,3,4,6,7,5,0.6,145.0
317,Ganna Savchenko,UKR,5756,,145.0,1,1,0,0,0,0,0,1,2,1,2,5,0.2,145.0
318,Sydney Mcnair,USA,1706,,145.0,1,1,0,0,0,0,0,2,4,4,6,5,0.4,145.0
319,Wangmu Gesang,CHN,4986,,145.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,145.0
320,Haimi Cho,KOR,2053,,145.0,1,1,0,0,0,0,0,0,1,0,7,5,0.0,145.0
321,Anna Borella,ITA,863,,143.66,7,7,0,0,0,0,0,10,22,32,58,35,0.2857142857142857,20.52285714285714
322,"Mingxin, Judith Sim",SGP,3633,,143.16,4,4,0,0,0,0,0,3,13,3,24,20,0.15,35.79
323,Ksenia Sdobnikova,RUS,4861,,142.0,4,4,0,0,0,0,0,1,9,2,16,20,0.05,35.5
324,Ina Dzhambazova,BUL,4454,,141.0,3,3,0,0,0,0,0,3,9,3,18,15,0.2,47.0
325,Michaela Smetanova,CZE,1438,165.0,138.0,3,3,0,0,0,0,0,2,7,7,20,15,0.13333333333333333,46.0
326,Marieta Akalski,CAN,6249,,136.25,5,5,0,0,0,0,0,0,10,0,31,25,0.0,27.25
327,Emilie Pellerin,CAN,1639,,136.0,2,2,0,0,0,0,0,0,4,0,4,10,0.0,68.0
328,Emeline Thomas,FRA,5678,,133.0,2,2,0,0,0,0,0,5,8,9,13,10,0.5,66.5
329,Romane Grandcoing,FRA,476,,131.5,3,3,0,0,0,0,0,4,13,9,26,15,0.26666666666666666,43.833333333333336
330,Eva Pepin-Helie,CAN,5988,,130.0,1,1,0,0,0,0,0,2,5,6,9,5,0.4,130.0
331,Megumi Takahashi,JPN,5962,,130.0,1,1,0,0,0,0,0,1,1,2,2,5,0.2,130.0
332,Hana Koike,JPN,11784,167.0,130.0,6,6,0,0,0,0,0,6,20,14,64,30,0.2,21.666666666666668
333,Kajsa Wiklund,SWE,6227,,130.0,1,1,0,0,0,0,0,1,1,3,1,5,0.2,130.0
334,Mirthe Van Liere,NED,3584,,129.5,4,4,0,0,0,0,0,7,11,17,32,20,0.35,32.375
335,Elizabeth Vince,CAN,1591,,128.33,2,2,0,0,0,0,0,1,4,4,10,10,0.1,64.165
336,Kelly Drager,CAN,6248,,126.33,2,2,0,0,0,0,0,1,3,6,9,10,0.1,63.165
337,Anouck Jaubert,FRA,479,169.0,125.66,8,8,0,0,0,0,0,7,23,18,60,40,0.175,15.7075
338,Sarah Lagoffun,FRA,4700,,120.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,120.0
339,Yulia Troepolskaya,RUS,5931,,120.0,1,1,0,0,0,0,0,3,4,7,14,5,0.6,120.0
340,Katharina Bacher,AUT,6089,,120.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,120.0
341,Eevi Jaakkola ,FIN,6156,,120.0,5,5,0,0,0,0,0,5,13,8,30,25,0.2,24.0
342,Joanna Neame,GBR,697,,119.75,4,4,0,0,0,0,0,9,12,21,24,20,0.45,29.9375
343,Molly Rennie,USA,1826,,118.0,2,2,0,0,0,0,0,2,4,5,10,10,0.2,59.0
344,Ida Kups,POL,2864,,117.5,4,4,0,0,0,0,0,6,16,18,54,20,0.3,29.375
345,Nika Potapova,UKR,1526,154.0,116.75,6,6,0,0,0,0,0,2,7,3,13,30,0.06666666666666667,19.458333333333332
346,Panchamaya Tamang,NEP,4180,,116.0,2,2,0,0,0,0,0,0,3,0,12,10,0.0,58.0
347,Sylwia Buczek,POL,6032,,116.0,7,7,0,0,0,0,0,3,15,6,40,35,0.08571428571428572,16.571428571428573
348,Teresa Troya Gil,ESP,6085,,113.00999999999999,6,6,0,0,0,0,0,3,9,7,22,30,0.1,18.834999999999997
349,Chauncey Carroll,USA,1894,,112.5,1,1,0,0,0,0,0,2,3,3,6,5,0.4,112.5
350,Aya Sugawara,JPN,11524,,112.5,1,1,0,0,0,0,0,3,5,16,14,5,0.6,112.5
351,Mariya Mulyar,UKR,6051,,112.0,5,5,0,0,0,0,0,5,12,19,54,25,0.2,22.4
352,Anouk Piola,SUI,3198,,112.0,6,6,0,0,0,0,0,8,19,30,48,30,0.26666666666666666,18.666666666666668
353,Maya Dreamer,ISR,4018,,110.66,5,5,0,0,0,0,0,4,19,16,86,25,0.16,22.131999999999998
354,Portia Menlove,USA,5888,,110.12,2,2,0,0,0,0,0,1,4,1,12,10,0.1,55.06
355,Marta Savkina,RUS,5932,,109.5,2,2,0,0,0,0,0,3,4,8,9,10,0.3,54.75
356,Olga Kulish,UKR,4860,,108.25,5,5,0,0,0,0,0,3,15,6,34,25,0.12,21.65
357,Marianne Verhage,NED,4892,,108.0,2,2,0,0,0,0,0,5,7,6,7,10,0.5,54.0
358,Fatemeh Jafari Mahmodabadi,IRI,3472,,106.66,2,2,0,0,0,0,0,0,5,0,12,10,0.0,53.33
359,Sunniva Eik Haave,NOR,3068,,106.33,10,10,0,0,0,0,0,11,35,30,85,50,0.22,10.633
360,Katrin Brady,GER,4728,,106.0,3,3,0,0,0,0,0,1,7,2,13,15,0.06666666666666667,35.333333333333336
361,Thais Makino Shiraiwa,BRA,3139,,104.66,5,5,0,0,0,0,0,3,9,6,36,25,0.12,20.932
362,Sima Soltani,IRI,3469,,102.33,2,2,0,0,0,0,0,0,3,0,3,10,0.0,51.165
363,Christina Schmid,SUI,5644,,101.5,3,3,0,0,0,0,0,5,12,11,24,15,0.3333333333333333,33.833333333333336
364,Pratthana Raksachat,THA,3928,,101.0,2,2,0,0,0,0,0,2,6,4,8,10,0.2,50.5
365,Maria Fernanda De Je Rodriguez,MEX,6166,,100.0,1,1,0,0,0,0,0,1,2,1,2,5,0.2,100.0
366,Sara Aicart Ortiz,ESP,5854,,99.5,4,4,0,0,0,0,0,1,7,3,15,20,0.05,24.875
367,Aida Torres Illamola,ESP,841,,98.5,10,10,0,0,0,0,0,6,29,13,92,50,0.12,9.85
368,Siddhi Shekhar Manerikar ,IND,2625,,98.0,2,2,0,0,0,0,0,0,2,0,3,10,0.0,49.0
369,Alise Zvigule,LAT,4160,,97.66,6,6,0,0,0,0,0,0,8,0,23,30,0.0,16.276666666666667
370,Lucelia Blanco,VEN,3178,,97.0,2,2,0,0,0,0,0,2,6,6,14,10,0.2,48.5
371,Marie Duval,FRA,5752,,96.5,4,4,0,0,0,0,0,4,10,6,18,20,0.2,24.125
372,Sheena Osborne,CAN,5881,,95.4,1,1,0,0,0,0,0,0,2,0,2,5,0.0,95.4
373,Babette Roy,CAN,1649,,95.0,6,6,0,0,0,0,0,6,18,10,35,30,0.2,15.833333333333334
374,Wei Sze Felicia Lim,SGP,3627,,95.0,1,1,0,0,0,0,0,1,4,1,9,5,0.2,95.0
375,Heather Sawitsky,CAN,6058,,95.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,95.0
376,Campbell Sarinopoulos,USA,11785,,94.0,6,6,0,0,0,0,0,7,17,15,56,30,0.23333333333333334,15.666666666666666
377,Helen Haldenby,GBR,4904,,93.66,6,6,0,0,0,0,0,4,12,10,31,30,0.13333333333333333,15.61
378,Sofia Heinze Cacho,MEX,6398,,90.57,4,4,0,0,0,0,0,3,7,14,19,20,0.15,22.6425
379,Berta Martin Sancho,ESP,4554,,89.5,1,1,0,0,0,0,0,3,5,9,22,5,0.6,89.5
380,Suet-Man Li,HKG,5348,,89.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,89.5
381,Hinako Furukawa,JPN,2344,,89.5,1,1,0,0,0,0,0,2,3,8,9,5,0.4,89.5
382,Sarah Shaw,USA,6068,,89.5,1,1,0,0,0,0,0,1,3,1,4,5,0.2,89.5
383,Muriel Sarkany,BEL,306,,89.5,1,1,0,0,0,0,0,2,4,3,5,5,0.4,89.5
384,Hyojung Kim,KOR,4998,,89.5,1,1,0,0,0,0,0,0,1,0,1,5,0.0,89.5
385,Sarah Pearce,USA,1818,,89.37,3,3,0,0,0,0,0,0,2,0,3,15,0.0,29.790000000000003
386,Farnaz Esmaeilzadeh,IRI,3464,,89.0,2,2,0,0,0,0,0,1,2,1,2,10,0.1,44.5
387,Adela Bajerova,CZE,11541,,86.0,3,3,0,0,0,0,0,1,6,4,24,15,0.06666666666666667,28.666666666666668
388,Jelisa Dunbar,CAN,1561,,85.5,6,6,0,0,0,0,0,3,13,9,46,30,0.1,14.25
389,Channah Brandsema,NED,4766,,85.5,4,4,0,0,0,0,0,5,11,9,15,20,0.25,21.375
390,Regan Kennedy,CAN,6059,,84.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,84.0
391,Raelene Cowie,GBR,5855,,84.0,5,5,0,0,0,0,0,1,13,1,26,25,0.04,16.8
392,Alexandra Zhiznevskaya,KAZ,3378,,84.0,2,2,0,0,0,0,0,2,3,2,6,10,0.2,42.0
393,Solmaz Eshghi,IRI,3488,,84.0,1,1,0,0,0,0,0,0,2,0,9,5,0.0,84.0
394,Zoe Ogden,GBR,5789,,83.0,2,2,0,0,0,0,0,1,5,1,8,10,0.1,41.5
395,Hannah Schubert,AUT,1232,,83.0,3,3,0,0,0,0,0,3,7,3,13,15,0.2,27.666666666666668
396,Goh Hui Chen Janet,SGP,3646,,83.0,2,2,0,0,0,0,0,2,6,2,10,10,0.2,41.5
397,Natsumi Hirano,JPN,2369,,82.5,3,3,0,0,0,0,0,6,11,16,28,15,0.4,27.5
398,Ekaterina Novitskaia,RUS,75,,79.0,2,2,0,0,0,0,0,2,8,10,19,10,0.2,39.5
399,Rebeca Pérez Duato,ESP,13450,,78.5,2,2,0,0,0,0,0,4,7,7,16,10,0.4,39.25
400,Miku Ishii,JPN,12474,,78.5,3,3,0,0,0,0,0,5,8,15,14,15,0.3333333333333333,26.166666666666668
401,Noa Shiran,ISR,4002,,77.5,3,3,0,0,0,0,0,2,6,6,23,15,0.13333333333333333,25.833333333333332
402,Momoka Kaneko,JPN,2326,,76.5,5,5,0,0,0,0,0,5,17,16,39,25,0.2,15.3
403,Anna Margolina,RUS,91,,76.0,6,6,0,0,0,0,0,12,23,39,64,30,0.4,12.666666666666666
404,Pankaew Plypoolsup,THA,3927,,74.5,3,3,0,0,0,0,0,0,3,0,8,15,0.0,24.833333333333332
405,Alejandra Contreras,CHI,3911,160.0,74.16,9,9,0,0,0,0,0,3,17,25,52,45,0.06666666666666667,8.24
406,Maria Davies Sandbu,NOR,6137,,73.83,3,3,0,0,0,0,0,3,9,4,12,15,0.2,24.61
407,Emily Ziffer,USA,1825,,73.0,1,1,0,0,0,0,0,0,3,0,13,5,0.0,73.0
408,Paige Boklaschuk,CAN,1630,,72.5,5,5,0,0,0,0,0,3,17,7,50,25,0.12,14.5
409,Sabina Van Essen,NED,11658,160.0,71.0,2,2,0,0,0,0,0,4,6,8,22,10,0.4,35.5
410,Victoria Klemm,AUT,6275,,71.0,2,2,0,0,0,0,0,3,6,3,12,10,0.3,35.5
411,Salome Meshveliani,GEO,2465,,68.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,68.0
412,Misato Nishikori,JPN,2297,,68.0,1,1,0,0,0,0,0,2,5,11,17,5,0.4,68.0
413,Yuko Sakakibara,JPN,4992,,68.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,68.0
414,Mai Tonegi,JPN,5963,,68.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,68.0
415,Roelien Van De Vrie,NED,4893,,67.5,3,3,0,0,0,0,0,2,9,4,11,15,0.13333333333333333,22.5
416,Heeyeon Park,KOR,2106,,67.25999999999999,15,15,0,0,0,0,0,3,27,14,87,75,0.04,4.483999999999999
417,Ludivine Harmand,FRA,5608,,67.0,2,2,0,0,0,0,0,4,8,7,13,10,0.4,33.5
418,Gurgel Ozver,TUR,5725,,67.0,2,2,0,0,0,0,0,0,3,0,8,10,0.0,33.5
419,Athena Bigvand,IRI,3510,,66.0,3,3,0,0,0,0,0,0,8,0,26,15,0.0,22.0
420,Larysa Malyzhenkava,BLR,4858,,66.0,2,2,0,0,0,0,0,2,4,8,10,10,0.2,33.0
421,Audrey Sniezek,USA,1726,,66.0,2,2,0,0,0,0,0,1,7,1,12,10,0.1,33.0
422,Chea Marak,IND,2623,,64.0,1,1,0,0,0,0,0,0,2,0,3,5,0.0,64.0
423,Chunhua Li,CHN,4982,,63.0,1,1,0,0,0,0,0,1,2,1,3,5,0.2,63.0
424,Alyrene Dorey,USA,5883,,63.0,1,1,0,0,0,0,0,0,2,0,8,5,0.0,63.0
425, Kokoro Takata,JPN,2324,,63.0,2,2,0,0,0,0,0,4,9,17,33,10,0.4,31.5
426,Amanda Berezowski,CAN,4833,,63.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,63.0
427,Helena Aleman Sobrino,ESP,4921,,63.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,63.0
428,Eva Thompson,CAN,1590,,61.0,2,2,0,0,0,0,0,2,8,7,27,10,0.2,30.5
429,Watchareewan Tomas,THA,3926,,60.66,3,3,0,0,0,0,0,1,3,1,8,15,0.06666666666666667,20.22
430,Miharu Sotome,JPN,2373,,60.0,2,2,0,0,0,0,0,2,9,8,19,10,0.2,30.0
431,Emily Harrington,USA,5282,,59.5,1,1,0,0,0,0,0,0,4,0,7,5,0.0,59.5
432,Carolina Rosero,ECU,6094,,58.5,2,2,0,0,0,0,0,3,5,6,8,10,0.3,29.25
433,Zuzana Cintalova,SVK,4552,,57.5,3,3,0,0,0,0,0,5,13,7,17,15,0.3333333333333333,19.166666666666668
434,Anna Brozek,POL,2855,,57.28,6,6,0,0,0,0,0,0,1,0,2,30,0.0,9.546666666666667
435,Indiana Chapman,CAN,1650,158.0,57.0,4,4,0,0,0,0,0,4,8,6,14,20,0.2,14.25
436,Thea Wulff,USA,1961,,56.66,3,3,0,0,0,0,0,2,12,3,41,15,0.13333333333333333,18.886666666666667
437,Jessica Faure,FRA,4925,,56.0,1,1,0,0,0,0,0,1,2,3,3,5,0.2,56.0
438,Tereza Širůčková,CZE,1447,,56.0,1,1,0,0,0,0,0,1,2,2,5,5,0.2,56.0
439,Lea Deslandes,FRA,5545,,56.0,1,1,0,0,0,0,0,1,2,2,3,5,0.2,56.0
440,Natalia Kubrakova ,RUS,5831,,56.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,56.0
441,Galina Terenteva,RUS,71,,56.0,1,1,0,0,0,0,0,1,2,1,5,5,0.2,56.0
442,Olga Shchelnikova,RUS,6074,,55.66,2,2,0,0,0,0,0,1,4,1,6,10,0.1,27.83
443,Jesse Youngwerth,USA,6007,,55.5,2,2,0,0,0,0,0,1,4,3,10,10,0.1,27.75
444,Laura Stöckler,AUT,1249,172.0,55.0,4,4,0,0,0,0,0,6,13,13,38,20,0.3,13.75
445,Katherine Choong,SUI,3130,,51.5,2,2,0,0,0,0,0,4,9,5,13,10,0.4,25.75
446,Giada Zampa,ITA,6160,,50.5,2,2,0,0,0,0,0,3,9,5,13,10,0.3,25.25
447,Yuzhen Baima,CHN,2957,,50.0,4,4,0,0,0,0,0,0,7,0,27,20,0.0,12.5
448,Yevheniia Cherniavska,UKR,1543,,50.0,4,4,0,0,0,0,0,0,8,0,38,20,0.0,12.5
449,Michelle Kim Theisen,DEN,3865,,49.5,5,5,0,0,0,0,0,5,13,13,28,25,0.2,9.9
450,Senjam Debala Devi,IND,2619,,48.33,2,2,0,0,0,0,0,0,1,0,4,10,0.0,24.165
451,Zahra Rezaei,IRI,6311,,48.0,1,1,0,0,0,0,0,0,1,0,1,5,0.0,48.0
452,Hiroyo Sumura,JPN,6069,,48.0,1,1,0,0,0,0,0,1,2,1,3,5,0.2,48.0
453,Ayano Soga,JPN,2329,,48.0,1,1,0,0,0,0,0,3,4,7,5,5,0.6,48.0
454,Aleksandra Totkova,BUL,11464,162.0,47.5,3,3,0,0,0,0,0,4,11,17,37,15,0.26666666666666666,15.833333333333334
455,Emily Herdic,USA,11827,,45.5,2,2,0,0,0,0,0,4,9,21,37,10,0.4,22.75
456,Yayoi Ogawa,JPN,5964,,45.0,1,1,0,0,0,0,0,0,0,0,0,5,0.0,45.0
457,Denise Bertram,GER,3110,,44.5,2,2,0,0,0,0,0,2,3,2,3,10,0.2,22.25
458,Elizabeth Sepulveda,PUR,12484,,43.16,9,9,0,0,0,0,0,1,7,6,36,45,0.022222222222222223,4.795555555555556
459,Aysel Sultanova,AZE,6162,,42.25,3,3,0,0,0,0,0,0,2,0,6,15,0.0,14.083333333333334
460,Eva Maria Hammelmüller,AUT,1259,167.0,42.0,3,3,0,0,0,0,0,2,11,7,21,15,0.13333333333333333,14.0
461,Yelyzaveta Lavrykova,UKR,1536,,42.0,1,1,0,0,0,0,0,0,1,0,9,5,0.0,42.0
462,Evangelina Briggs,CAN,13661,,41.5,2,2,0,0,0,0,0,4,6,8,15,10,0.4,20.75
463,Flavia Pereira Sonali,IND,2624,,41.08,2,2,0,0,0,0,0,0,0,0,0,10,0.0,20.54
464,Claudia Battaglia,ITA,4770,,41.0,3,3,0,0,0,0,0,5,11,13,21,15,0.3333333333333333,13.666666666666666
465,Kaori Eguchi,JPN,6147,,40.41,3,3,0,0,0,0,0,1,3,1,8,15,0.06666666666666667,13.469999999999999
466,Itziar Zabala Zurinaga,ESP,779,,40.33,8,8,0,0,0,0,0,6,20,15,48,40,0.15,5.04125
467,Natalia  Koroleva,RUS,5933,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
468,Anna Agaponova,RUS,5934,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
469,Alena Andreeva,RUS,5935,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
470,Anastasiya Myrolyubova,UKR,5936,,40.0,1,1,0,0,0,0,0,1,1,1,1,5,0.2,40.0
471,Eline Nas,NED,5994,,39.5,1,1,0,0,0,0,0,2,5,5,8,5,0.4,39.5
472,Manuela Sigrist,SUI,4764,,39.5,1,1,0,0,0,0,0,3,4,3,5,5,0.6,39.5
473,Farzaneh Shahravi,IRI,3565,,39.5,1,1,0,0,0,0,0,0,1,0,4,5,0.0,39.5
474,Tiba Vroom,NED,3601,,39.33,9,9,0,0,0,0,0,3,23,10,52,45,0.06666666666666667,4.37
475,Nóra Király,HUN,2172,,39.0,11,11,0,0,0,0,0,5,25,16,75,55,0.09090909090909091,3.5454545454545454
476,Nicola Hessels,CAN,5886,,37.12,1,1,0,0,0,0,0,0,1,0,1,5,0.0,37.12
477,Daila Ojeda Sanchez,ESP,5405,,37.12,1,1,0,0,0,0,0,0,1,0,1,5,0.0,37.12
478,Smriti Singh,IND,2617,,37.0,1,1,0,0,0,0,0,0,1,0,2,5,0.0,37.0
479,Maria Belomestnova,RUS,4859,,37.0,1,1,0,0,0,0,0,0,4,0,5,5,0.0,37.0
480,Romy Fuchs,GER,2019,,36.49,5,5,0,0,0,0,0,6,17,13,36,25,0.24,7.298
481,Patrycja Chudziak,POL,2857,168.0,36.28,6,6,0,0,0,0,0,0,4,0,11,30,0.0,6.046666666666667
482,Andrea Čepcová,SVK,5977,161.0,35.83,3,3,0,0,0,0,0,1,7,2,15,15,0.06666666666666667,11.943333333333333
483,Virgita Nadya Putri,INA,3273,,35.75,4,4,0,0,0,0,0,2,11,5,41,20,0.1,8.9375
484,Malgorzata Rudzinska,POL,4932,,35.66,4,4,0,0,0,0,0,2,7,5,17,20,0.1,8.915
485,Maddy Morris,USA,1808,,35.66,2,2,0,0,0,0,0,0,2,0,5,10,0.0,17.83
486,Rahil Ramezani,IRI,3525,,35.5,2,2,0,0,0,0,0,3,6,5,14,10,0.3,17.75
487,Valiantsina Chamiakina,BLR,3441,,35.5,6,6,0,0,0,0,0,4,15,9,66,30,0.13333333333333333,5.916666666666667
488,Anna Dularidze,GEO,6313,,35.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,35.0
489,Maryam Alikhani,IRI,6312,,35.0,1,1,0,0,0,0,0,0,1,0,4,5,0.0,35.0
490,Stella Plantin,SWE,2669,,34.99,6,6,0,0,0,0,0,4,15,10,33,30,0.13333333333333333,5.831666666666667
491,Zoe Steinberg,USA,1728,,34.0,2,2,0,0,0,0,0,1,3,3,8,10,0.1,17.0
492,Genevieve Dennis,USA,2002,154.0,34.0,2,2,0,0,0,0,0,2,4,9,14,10,0.2,17.0
493,Imogen Horrocks,GBR,703,165.0,33.0,4,4,0,0,0,0,0,2,11,8,33,20,0.1,8.25
494,Nehaa Prakash,IND,2638,,33.0,1,1,0,0,0,0,0,0,1,0,3,5,0.0,33.0
495,Tsukasa Mizuguchi,JPN,6169,,33.0,1,1,0,0,0,0,0,1,3,3,19,5,0.2,33.0
496,Erina Miura,JPN,2321,,33.0,3,3,0,0,0,0,0,2,10,7,22,15,0.13333333333333333,11.0
497,Anastasiia Evgeneva,RUS,191,,32.5,4,4,0,0,0,0,0,3,10,10,18,20,0.15,8.125
498,Konul Huseynova,AZE,6161,,32.0,3,3,0,0,0,0,0,0,1,0,3,15,0.0,10.666666666666666
499,Mélissa Lacasse,CAN,6071,,31.75,1,1,0,0,0,0,0,1,1,1,1,5,0.2,31.75
500,Melissa Godowski,USA,6070,,31.75,1,1,0,0,0,0,0,1,1,1,1,5,0.2,31.75
501,Asja Gollo,ITA,891,,31.66,5,5,0,0,0,0,0,4,10,13,19,25,0.16,6.332
502,Narada Disyabut,THA,3946,,31.5,1,1,0,0,0,0,0,0,1,0,5,5,0.0,31.5
